name,biotina | mcg,folati totali | mcg,iodio | mcg,selenio | mcg,vitamina b12 | mcg,vitamina d | mcg,vitamina k | mcg,acidi grassi monoinsaturi totali | g,acidi grassi polinsaturi totali | g,acidi grassi saturi totali | g,acido arachidonico | g,acido aspartico | mg,acido beenico | g,acido decosaesaenoico (dha) | g,acido eicosapentaenoico (epa) | g,acido erucico | g,acido glutammico | mg,acido laurico | g,acido linoleico | g,acido linolenico | g,acido miristico | g,acido miristoleico | g,acido oleico | g,acido palmitico | g,acido palmitoleico | g,acido pantotenico | mg,acido stearico | g,acqua | g,alcol | g,altri acidi grassi polinsaturi | g,arginina | mg,calcio | mg,cistina | mg,cloro | mg,colesterolo | mg,fenilalanina | mg,fibra alimentare totale | g,fosforo | mg,fruttosio | g,galattosio | g,glicina | mg,glucosio | g,lattosio (mse) | g,lipidi totali | g,magnesio | mg,maltosio (mse) | g,manganese | mg,niacina | mg,parte edibile | %,prolina | mg,proteine totali | g,saccarosio (mse) | g,serina | mg,sodio | mg,tirosina | mg,treonina | mg,vitamina b6 | mg,vitamina c | mg,zinco | mg,zolfo | mg,acido eicosenoico | g,acido arachico | g,amido (mse) | g,carboidrati solubili (mse) | g,lipidi animali | g,lipidi vegetali | g,proteine animali | g,proteine vegetali | g,ferro | mg,potassio | mg,isoleucina | mg,leucina | mg,metionina | mg,valina | mg,istidina | mg,triptofano | mg,rame | mg,lisina | mg,alanina | mg,tiamina (vit. b1) | mg,riboflavina (vit. b2) | mg,"vitamina e, aggiunta | mg",ß-carotene equivalente | mcg,"somma degli acidi butirrico, caproico, caprilico e caprico | g","calorie, ricalcolata con fibra | kcal","calorie, ricalcolata | kcal",retinolo equivalente | mcg,Carboidrati disponibili | g
budino alla vaniglia,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1.54,1.34,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.09,0.0,0.0,1.53,0.0,0.0,0.0,0.0,71.2,0.0,0.01,0.0,88.0,0.0,0.0,7.0,0.0,0.1,68.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.3,100.0,0.0,2.3,0.0,0.0,135.0,0.0,0.0,0.01,0.0,0.3,0.0,0.0,0.0,9.2,12.6,3.5,0.1,1.7,0.6,0.1,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.14,0.13,0.0,0.0,124.0,123.0,6.0,21.8
pasta di olive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.41,3.6,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0.25,0.0,0.0,24.09,0.0,0.0,0.0,0.0,52.2,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,2.2,23.0,0.0,0.0,0.0,0.0,0.0,34.3,0.0,0.0,0.0,1.1,100.0,0.0,1.4,0.0,0.0,1175.0,0.0,0.0,0.02,18.0,0.4,0.0,0.0,0.0,0.0,4.5,0.0,34.3,0.0,1.4,3.2,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,2.3,162.0,0.0,336.0,331.0,0.0,4.5
brodo di carne e verdura,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.09,0.0,0.0,0.0,0.0,98.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.03,100.0,0.0,0.7,0.0,0.0,222.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.4,0.4,0.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,5.0,5.0,0.0,0.1
bieta in scatola,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.7,17.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,100.0,0.0,0.9,0.0,0.0,194.0,0.0,0.0,0.06,4.0,0.2,0.0,0.0,0.0,0.0,5.5,0.0,0.1,0.0,0.9,1.8,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.3,6.0,0.0,29.0,25.0,0.0,5.5
scamorza,2.2,19.0,4.0,3.0,2.1,0.16,0.0,7.82,0.85,15.0,0.0,1537.0,0.0,0.0,0.0,0.0,4011.0,0.78,0.5,0.36,2.63,0.5,6.61,6.54,0.71,0.25,2.77,44.9,0.0,0.0,735.0,512.0,187.0,990.0,101.0,1096.0,0.0,299.0,0.0,0.0,441.0,0.0,1.0,25.6,10.0,0.0,0.0,0.6,100.0,2206.0,25.0,0.0,1203.0,699.0,1176.0,722.0,0.09,0.0,3.4,110.0,0.0,0.0,0.0,1.0,25.6,0.0,25.0,0.0,0.3,108.0,642.0,1872.0,762.0,842.0,615.0,241.0,0.23,1604.0,709.0,0.02,0.32,0.48,167.0,2.28,334.0,334.0,335.0,1.0
aperitivi (fino a 22 %vol),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,65.5,17.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,7.4,0.0,0.0,8.0,0.0,0.1,0.0,100.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.01,0.0,0.0,57.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0,0.0,17.0
"cavallo, cuore",2.0,4.0,30.0,3.0,13.0,1.0,0.0,2.69,1.09,0.0,0.0,1597.0,0.0,0.0,0.0,0.0,2561.0,0.0,0.49,0.6,0.0,0.0,2.18,0.0,0.0,2.4,0.0,73.0,0.0,0.0,1231.0,9.0,195.0,44.0,150.0,902.0,0.0,214.0,0.0,0.0,994.0,0.6,0.0,7.7,22.0,0.0,0.04,7.1,100.0,0.0,18.7,0.0,916.0,95.0,673.0,896.0,0.23,5.0,1.8,130.0,0.0,0.0,0.0,0.6,7.7,0.0,18.7,0.0,5.0,320.0,954.0,1733.0,444.0,1106.0,481.0,237.0,0.37,1654.0,1325.0,0.51,0.91,0.45,0.0,0.0,146.0,146.0,0.0,0.6
cocomero,1.0,2.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,95.3,0.0,0.0,39.0,7.0,1.0,8.0,0.0,10.0,0.2,2.0,1.2,0.0,7.0,0.7,0.0,0.0,8.0,0.0,0.0,0.1,52.0,16.0,0.4,1.8,10.0,3.0,8.0,18.0,0.14,8.0,0.1,9.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.4,0.2,280.0,12.0,12.0,4.0,10.0,4.0,5.0,0.03,41.0,11.0,0.02,0.02,0.1,222.0,0.0,16.0,15.0,0.0,3.7
olio di semi vari,0.0,0.0,11.0,0.0,0.0,0.0,0.0,39.67,45.92,10.89,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,40.36,5.56,0.05,0.0,38.85,6.66,0.26,0.0,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.53,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.42,0.0,0.0,900.0,900.0,0.0,0.0
birra scura doppio malto (6.4 - 15.0 %vol),1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,91.9,6.1,0.0,12.0,4.0,4.0,17.0,0.0,8.0,0.0,26.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0,1.5,0.01,0.8,100.0,40.0,0.4,0.0,7.0,6.0,20.0,7.0,0.08,0.0,0.0,12.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.4,0.2,48.0,7.0,8.0,1.0,12.0,7.0,4.0,0.0,9.0,15.0,0.0,0.03,0.0,0.0,0.0,50.0,50.0,0.0,1.5
vino rosato (11 %vol),2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,87.3,8.7,0.0,0.0,12.0,0.0,7.0,0.0,0.0,0.0,6.0,1.7,0.0,0.0,0.8,0.0,0.0,7.0,0.0,0.1,0.1,100.0,0.0,0.1,0.0,0.0,4.0,0.0,0.0,0.02,0.0,0.0,35.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.1,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,71.0,71.0,0.0,2.5
pane di soia,0.0,96.0,0.0,0.0,0.0,0.0,0.0,1.44,3.86,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,0.43,0.0,0.0,1.42,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,4.5,234.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,1.1,100.0,0.0,12.0,0.0,0.0,610.0,0.0,0.0,0.19,0.0,1.3,0.0,0.0,0.0,38.4,3.3,0.0,6.8,0.0,12.0,2.2,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.09,0.49,18.0,0.0,275.0,266.0,0.0,41.7
giardiniera sott'olio,0.0,53.0,0.0,0.0,0.0,0.0,0.0,1.52,2.42,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.11,0.0,0.0,1.5,0.0,0.0,0.0,0.0,84.5,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.5,81.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,2.27,100.0,0.0,2.6,0.0,0.0,1352.0,0.0,0.0,0.1,0.0,0.44,0.0,0.0,0.0,0.8,0.6,0.0,4.8,0.0,2.6,0.9,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.11,2.51,51.0,0.0,63.0,58.0,0.0,1.3
"bovino, vitellone, 15-18 mesi, carne semigrassa, con grasso visibile",1.0,16.0,10.0,3.0,2.0,0.5,0.0,3.02,2.07,2.93,0.31,1866.0,0.0,0.12,0.12,0.22,3181.0,0.0,1.03,0.18,0.2,0.29,2.05,1.51,0.2,0.77,1.06,69.6,0.0,0.31,1189.0,10.0,201.0,52.0,70.0,770.0,0.0,172.0,0.0,0.0,1007.0,0.0,0.0,9.3,14.0,0.0,0.0,4.2,100.0,811.0,19.1,0.0,761.0,51.0,649.0,786.0,0.54,0.0,3.8,180.0,0.0,0.0,0.0,0.0,9.3,0.0,19.1,0.0,2.1,330.0,828.0,1607.0,553.0,899.0,740.0,208.0,0.06,1727.0,1185.0,0.1,0.12,0.15,0.0,0.0,160.0,160.0,0.0,0.0
"succo di pompelmo, zuccherato",1.0,10.0,1.0,0.1,0.0,0.0,0.0,0.01,0.02,0.01,0.0,84.0,0.0,0.0,0.0,0.0,73.0,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.13,0.0,87.4,0.0,0.0,38.0,8.0,7.0,4.0,0.0,22.0,0.1,11.0,3.3,0.0,61.0,4.3,0.0,0.1,10.0,0.0,0.02,0.32,100.0,34.0,0.6,3.3,17.0,2.0,12.0,8.0,0.02,27.0,0.06,4.0,0.0,0.0,0.0,11.0,0.0,0.1,0.0,0.6,0.4,162.0,17.0,17.0,8.0,23.0,8.0,4.0,0.05,31.0,37.0,0.04,0.02,0.04,3.0,0.0,45.0,45.0,0.0,11.0
"coniglio, carne semigrassa",1.0,5.0,5.0,20.0,10.0,0.0,0.0,1.05,1.63,2.1,0.0,2187.0,0.0,0.0,0.0,0.0,3484.0,0.0,0.49,0.09,0.14,0.0,0.94,1.5,0.11,0.8,0.46,70.9,0.0,1.05,1430.0,17.0,250.0,74.0,65.0,932.0,0.0,180.0,0.0,0.0,1114.0,0.5,0.0,5.3,26.0,0.0,0.01,3.7,68.0,952.0,22.1,0.0,898.0,67.0,751.0,961.0,0.5,0.0,4.5,190.0,0.0,0.0,0.0,0.5,5.3,0.0,22.1,0.0,1.3,360.0,1127.0,1852.0,604.0,1330.0,622.0,214.0,0.07,1943.0,1379.0,0.17,0.11,0.13,0.0,0.0,138.0,138.0,0.0,0.5
macadamia,6.0,11.0,2.0,4.0,0.0,0.0,0.0,59.06,1.51,12.1,0.0,1080.0,0.62,0.0,0.0,0.23,2030.0,0.08,1.3,0.21,0.66,0.0,43.89,6.05,13.02,0.76,2.34,3.0,0.0,0.0,1180.0,70.0,100.0,18.0,0.0,450.0,8.0,198.0,0.1,0.0,450.0,0.1,0.0,76.0,118.0,0.0,4.13,2.0,31.0,460.0,8.0,3.9,410.0,5.0,200.0,300.0,0.28,1.0,1.0,130.0,1.9,1.95,1.0,4.0,0.0,76.0,0.0,8.0,3.0,363.0,310.0,590.0,100.0,980.0,190.0,70.0,1.0,200.0,380.0,0.7,0.1,1.0,0.0,0.0,751.0,735.0,0.0,5.1
"merluzzo surgelato, filetti",1.0,6.0,110.0,17.0,1.0,0.0,0.0,0.11,0.21,0.11,0.01,1707.0,0.0,0.15,0.03,0.02,2524.0,0.0,0.0,0.0,0.01,0.0,0.06,0.08,0.01,0.27,0.02,83.9,0.0,0.02,1053.0,11.0,187.0,120.0,49.0,808.0,0.0,160.0,0.0,0.0,746.0,0.0,0.0,0.6,19.0,0.0,0.01,1.5,100.0,626.0,15.6,0.0,797.0,68.0,626.0,826.0,0.18,0.0,1.9,200.0,0.02,0.0,0.0,0.0,0.6,0.0,15.6,0.0,0.3,310.0,749.0,1362.0,540.0,835.0,470.0,179.0,0.28,1629.0,1065.0,0.06,0.05,0.44,0.0,0.0,68.0,68.0,0.0,0.0
prosciutto crudo san daniele,2.0,4.0,7.0,7.0,0.0,0.6,0.0,10.27,2.83,7.56,0.2,2816.0,0.0,0.0,0.0,0.0,4471.0,0.0,2.28,0.21,0.32,0.0,9.34,4.76,0.66,1.07,2.18,42.8,0.0,0.14,1781.0,18.0,328.0,1980.0,69.0,1137.0,0.0,215.0,0.0,0.0,1320.0,0.0,0.0,23.0,32.0,0.0,0.01,6.09,100.0,1182.0,28.3,0.0,1139.0,2724.0,928.0,1281.0,0.43,0.0,3.0,180.0,0.2,0.0,0.0,0.0,23.0,0.0,28.3,0.0,1.5,553.0,1464.0,2350.0,710.0,1490.0,1020.0,297.0,0.19,2438.0,1943.0,0.73,0.24,0.06,0.0,0.0,320.0,320.0,0.0,0.0
yogurt caprino,0.5,7.0,63.0,1.0,0.0,0.24,0.0,0.78,0.1,1.87,0.0,210.0,0.0,0.0,0.0,0.0,626.0,0.09,0.08,0.03,0.23,0.0,0.68,0.64,0.06,0.23,0.31,87.5,0.0,0.0,119.0,124.0,46.0,130.0,8.0,155.0,0.0,105.0,0.0,3.4,50.0,0.0,1.7,2.9,14.0,0.0,0.0,0.26,100.0,368.0,3.6,0.0,181.0,60.0,179.0,163.0,0.06,0.0,0.4,53.0,0.0,0.0,0.0,5.1,2.9,0.0,3.6,0.0,0.1,251.0,207.0,314.0,80.0,240.0,89.0,44.0,0.01,290.0,118.0,0.03,0.13,0.02,0.0,0.41,60.0,60.0,196.0,5.1
creme caramel,0.0,8.0,0.0,0.0,0.0,0.07,0.0,0.62,0.09,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.57,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,94.0,0.0,0.0,12.0,0.0,0.1,77.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.1,100.0,0.0,3.0,0.0,0.0,70.0,0.0,0.0,0.03,0.0,0.3,0.0,0.0,0.0,2.6,18.0,2.1,0.1,2.2,0.8,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.2,0.16,8.0,0.0,109.0,109.0,37.0,20.6
anguilla di fiume,0.0,16.0,107.0,18.0,1.0,6.57,0.0,10.38,5.51,6.37,0.57,1209.0,0.0,0.0,0.0,0.06,1762.0,0.0,0.52,0.25,0.69,0.0,7.94,4.15,2.08,0.19,1.03,61.5,0.0,4.17,706.0,31.0,127.0,76.0,92.0,461.0,0.0,218.0,0.0,0.0,566.0,0.1,0.0,23.7,27.0,0.0,0.23,3.5,71.0,417.0,11.8,0.0,482.0,65.0,399.0,518.0,0.34,2.0,3.4,0.0,0.29,0.0,0.0,0.1,23.7,0.0,11.8,0.0,1.0,217.0,544.0,959.0,349.0,608.0,347.0,132.0,0.09,1084.0,714.0,0.15,0.2,5.55,0.0,0.0,261.0,261.0,1200.0,0.1
"te', in tazza",1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,99.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.15,0.0,100.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pane di grano duro,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.31,0.9,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.05,0.0,0.0,0.3,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,9.8,257.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,4.4,100.0,0.0,10.1,0.0,0.0,640.0,0.0,0.0,0.33,0.0,3.2,0.0,0.0,0.0,46.6,2.5,0.0,2.3,0.0,10.1,2.8,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.12,0.79,0.0,0.0,265.0,245.0,0.0,49.1
pane di grano e segale,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.12,0.51,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.06,0.0,0.0,0.12,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,4.6,127.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.2,100.0,0.0,6.2,0.0,0.0,553.0,0.0,0.0,0.09,0.0,3.5,0.0,0.0,0.0,37.9,9.9,0.0,1.1,0.0,6.2,1.7,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.07,1.2,0.0,0.0,223.0,214.0,0.0,47.7
"prosciutto cotto, affumicato",3.0,19.0,5.0,5.6,1.0,0.8,0.0,6.05,2.45,5.1,0.35,1973.0,0.0,0.0,0.04,0.0,3068.0,0.0,1.89,0.16,0.15,0.0,5.16,2.43,0.33,1.03,1.54,62.2,0.0,0.01,1265.0,6.0,230.0,1470.0,62.0,805.0,0.0,250.0,0.2,0.0,942.0,0.3,0.2,14.7,16.0,0.0,0.01,3.2,100.0,821.0,19.8,0.3,821.0,648.0,698.0,829.0,0.61,0.0,2.6,180.0,0.35,0.04,0.0,0.9,14.7,0.0,19.8,0.0,0.7,227.0,976.0,1695.0,520.0,1186.0,720.0,208.0,0.07,1739.0,1174.0,0.4,0.15,0.04,0.0,0.0,215.0,215.0,0.0,0.9
gelato alla frutta,0.0,9.0,0.0,0.0,0.0,0.1,0.0,2.59,0.28,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.12,0.0,0.0,2.19,0.0,0.0,0.0,0.0,59.8,0.0,0.0,0.0,110.0,0.0,0.0,26.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.2,100.0,0.0,3.5,0.0,0.0,61.0,0.0,0.0,0.07,1.0,0.4,0.0,0.0,0.0,0.0,23.7,8.0,0.0,3.5,0.0,0.5,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.26,0.17,160.0,0.0,179.0,179.0,94.0,24.7
"suino, leggero, bistecca, senza grasso visibile, saltata in padella",6.0,1.0,11.0,14.0,2.0,0.4,0.0,4.39,2.59,6.45,0.0,3097.0,0.0,0.0,0.0,0.0,4611.0,0.41,2.56,0.02,0.56,0.0,3.9,3.35,0.26,1.61,1.99,53.6,0.0,0.02,1818.0,9.0,403.0,54.0,89.0,1167.0,0.0,260.0,0.0,0.0,1511.0,0.0,0.0,14.1,22.0,0.0,0.02,4.7,75.0,1327.0,30.1,0.0,1267.0,84.0,1011.0,1330.0,0.26,0.0,3.5,150.0,0.23,0.0,0.0,0.0,14.1,0.0,30.1,0.0,1.2,420.0,1556.0,2381.0,807.0,1718.0,1050.0,316.0,0.16,2561.0,1836.0,0.6,0.5,0.04,0.0,0.0,247.0,247.0,0.0,0.0
"fagioli aduki, secchi",0.0,622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,11.1,380.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.6,100.0,0.0,19.9,0.0,0.0,5.0,0.0,0.0,0.35,0.0,5.0,0.0,0.0,0.0,44.7,1.0,0.0,0.5,0.0,19.9,4.2,1220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.22,0.0,12.0,0.0,294.0,272.0,0.0,50.1
triglia,2.0,11.0,11.0,30.0,2.0,1.31,0.0,1.43,1.88,1.62,0.36,1618.0,0.0,0.47,0.69,0.0,2359.0,0.0,0.36,0.0,0.26,0.0,0.75,0.73,0.58,0.46,0.64,75.3,0.0,0.0,946.0,21.0,169.0,140.0,78.0,616.0,0.0,218.0,0.0,0.0,759.0,1.1,0.0,6.2,30.0,0.0,0.0,4.2,60.0,559.0,15.8,0.0,644.0,91.0,533.0,692.0,0.42,0.0,2.4,200.0,0.1,0.0,0.0,1.1,6.2,0.0,15.8,0.0,1.1,340.0,728.0,1284.0,468.0,814.0,465.0,177.0,0.24,1451.0,955.0,0.07,0.07,0.83,0.0,0.0,123.0,123.0,9.0,1.1
pane di segale biscottato,0.0,39.0,0.0,0.0,0.0,0.0,0.0,1.44,0.88,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.07,0.0,0.0,1.43,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,6.4,138.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,3.8,100.0,0.0,9.4,0.0,0.0,725.0,0.0,0.0,0.07,0.0,1.3,0.0,0.0,0.0,43.1,3.7,0.0,3.6,0.0,9.4,3.1,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.33,0.61,0.0,0.0,258.0,245.0,0.0,46.7
"tacchino, intero, senza pelle",2.0,28.0,5.0,15.0,2.0,0.4,0.0,0.62,0.6,0.9,0.08,2074.0,0.0,0.02,0.0,0.0,3211.0,0.0,0.45,0.03,0.04,0.0,0.51,0.46,0.08,0.75,0.4,74.9,0.0,0.02,1480.0,6.0,254.0,73.0,63.0,889.0,0.0,200.0,0.0,0.0,1137.0,0.0,0.0,2.4,23.0,0.0,0.0,4.6,58.0,926.0,21.9,0.0,933.0,75.0,749.0,1137.0,0.35,0.0,2.7,160.0,0.01,0.0,0.0,0.0,2.4,0.0,21.9,0.0,1.0,320.0,1137.0,1752.0,694.0,1154.0,618.0,250.0,0.12,1993.0,1301.0,0.08,0.31,0.0,0.0,0.0,109.0,109.0,0.0,0.0
"salvia, fresca",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.64,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.44,0.0,0.0,0.63,0.0,0.0,0.0,0.0,66.4,0.0,0.01,0.0,600.0,0.0,0.0,0.0,0.0,14.7,33.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,5.7,100.0,0.0,3.9,0.0,0.0,4.0,0.0,0.0,1.21,0.0,1.7,0.0,0.0,0.0,0.0,15.6,0.0,4.6,0.0,3.9,10.3,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.34,1.69,1290.0,0.0,145.0,116.0,0.0,15.6
wurstel di pollo,3.0,4.0,6.0,18.0,0.2,0.0,0.0,8.48,4.04,5.54,0.0,1322.0,0.0,0.0,0.0,0.0,2063.0,0.05,3.74,0.15,0.18,0.0,7.14,4.12,1.2,0.83,1.1,57.5,0.0,0.15,892.0,95.0,130.0,110.0,101.0,513.0,0.0,107.0,0.0,0.0,1024.0,0.0,0.0,19.5,10.0,0.0,0.02,3.1,100.0,691.0,12.9,0.0,608.0,1370.0,391.0,577.0,0.32,0.0,1.0,86.0,0.0,0.0,6.8,0.0,19.5,0.0,12.9,0.0,2.0,84.0,457.0,1024.0,343.0,536.0,362.0,103.0,0.05,1095.0,902.0,0.07,0.12,0.22,0.0,0.0,253.0,253.0,39.0,6.8
"bovino, vitellone, 15-18 mesi, girello, senza grasso visibile",1.0,24.0,10.0,3.0,2.0,0.5,0.0,0.91,0.56,0.93,0.08,2066.0,0.0,0.03,0.06,0.07,3632.0,0.0,0.26,0.05,0.06,0.04,0.7,0.49,0.07,0.66,0.34,74.9,0.0,0.08,1278.0,4.0,232.0,49.0,60.0,869.0,0.0,175.0,0.0,0.0,1059.0,0.0,0.0,2.8,17.0,0.0,0.02,4.3,100.0,875.0,21.3,0.0,871.0,42.0,754.0,869.0,0.55,0.0,3.1,210.0,0.0,0.0,0.0,0.0,2.8,0.0,21.3,0.0,1.4,344.0,920.0,1832.0,611.0,1029.0,822.0,239.0,0.05,1938.0,1310.0,0.1,0.17,0.15,0.0,0.0,110.0,110.0,0.0,0.0
