,acidi grassi saturi totali | g,acido arachico | g,acido arachidonico | g,acido aspartico | g,acido beenico | g,acido decosaesaenoico (dha) | g,acido eicosapentaenoico (epa) | g,acido eicosenoico | g,acido erucico | g,acido fitico | g,acido glutamico | g,acido glutammico | g,acido laurico | g,acido linoleico | g,acido linolenico | g,acido miristico | g,acido miristoleico | g,acido oleico | g,acido palmitico | g,acido palmitoleico | g,acido pantotenico | g,acido stearico | g,acqua | g,alanina | g,alcol | %,alcol | g,altri acidi grassi polinsaturi | g,amido | g,arginina | g,biotina | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,c4:0÷c10:0 | g,calcio | g,"calorie, ricalcolata con fibra | kcal","calorie, ricalcolata | kcal",carboidrati disponibili | g,carboidrati | %,cistina | g,cloro | g,colesterolo | g,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,folati totali | g,fosforo | g,fruttosio | g,galattosio | g,glicina | g,glucosio | g,indice chimico | g,iodio | g,isoleucina | g,istidina | g,lattosio (mse) | g,leucina | g,lipidi animali | g,lipidi totali | g,lipidi vegetali | g,lipidi | %,lisina | g,magnesio | g,maltosio (mse) | g,manganese | g,metionina | g,monoinsaturi totali | %,niacina | g,parte edibile | %,polinsaturi totali | %,potassio | g,prolina | g,proteine animali | g,proteine totali | g,proteine vegetali | g,proteine | %,rame | g,rapporto polinsaturi/saturi | g,riboflavina | g,saccarosio (mse) | g,saturi totali | %,selenio | g,serina | g,sodio | g,"somma degli acidi butirrico, caproico, caprilico e caprico | g",tiamina | g,tirosina | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,vitamina b12 | g,vitamina b6 | g,vitamina c | g,vitamina d | g,"vitamina e, aggiunta | g",vitamina k | g,zinco | g,zolfo | g,zuccheri solubili | g,ß-carotene equivalente | g
mirtilli,,,,,,,,,,0.0,,,,,,,,,,,,,85.0,,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.040999999999999995,,25.0,5.1,78,,,0.0,,0.0007,,,3.1,,0.031,,,,,,,,,,,,0.2,,7,,,,,,,0.0005,100.0,,0.16,,,0.9,,15,,,5e-05,,,,,0.002,,2e-05,,,,,1.3000000000000001e-05,,,0.015,,,,,,5.1,
"carne bovina pressata, in scatola",,,,1.55,,,,,,0.0,2.4459999999999997,,,,,,,,,,,,72.1,0.991,0,0.0,,0.0,1.11,,0.0,0.21,0.02,1.88,0.32,1.09,2.58,0.43,0.1,0.0,0.03,0.05,0.12,0.0,0.0,0.06,0.0,0.004,,141.0,0.0,0,0.18,,0.045,0.6950000000000001,0.0018000000000000004,0.0,0.0,0.0,,,,,1.087,,0.092,,0.736,0.5690000000000001,,1.3119999999999998,,8.3,,53,1.305,0.012,,,0.45,3.15,0.00484,100.0,0.78,0.184,0.9009999999999999,,16.5,,47,0.0002,0.2,0.00029,,3.26,,0.721,0.6970000000000001,,0.00014,0.5760000000000001,0.7340000000000001,0.16699999999999998,0.9009999999999999,,,,0.0,,,,0.00364,,,
zucchine crude,,,,0.132,,,,,,0.0,0.159,,,,,,,,,,,,93.6,0.083,0,0.0,,0.1,0.095,,,,,,,,,,,,,,,,,,0.0,0.021,,11.0,1.4,46,0.012,,0.0,0.081,0.0005,,,1.2,,0.065,,,0.077,,0.077,,0.07100000000000001,0.028999999999999998,,0.13,,0.1,,8,0.083,,,,0.026,,0.0007,88.0,,0.264,0.059,,1.3,,46,,,0.00011999999999999999,,,,0.059,0.022000000000000002,,8e-05,0.064,0.066,0.017,0.081,6e-06,,,0.011000000000000001,,,,,,1.3,
"cavolo broccolo verde ramoso, cotto [bollito in acqua distillata senza aggiunta di sale]",,,,,,,,,,0.0,,,,,,,,,,,,,50.7,,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,105.0,8.9,32,,,0.0,,,2.54,0.57,3.1,,,,,,,,,,,,,,1.3,,11,,,,,,,,100.0,,,,,15.0,,57,,,,,,,,,,,,,,,,,,0.035,,,,,,8.9,
farro,,,,0.897,,,,,,0.0,4.332,,,,,,,,,,,,10.4,0.598,0,0.0,,58.5,0.735,,,,,,,,,,,,,,,,,,0.0,0.043,,335.0,67.1,75,0.411,,0.0,0.755,0.0007,5.75,1.0,6.8,,0.42,,,0.633,,0.052000000000000005,,0.607,0.371,,1.111,,2.5,,7,0.45899999999999996,,,,0.304,,,100.0,,0.44,1.43,,15.1,,18,,,,,,,0.6759999999999999,0.018000000000000002,,,0.423,0.451,0.198,0.797,,,,,,,,,,2.7,
"piselli freschi, cotti [saltati in padella senza aggiunta di grassi e di sale]",,,,,,,,,,0.0,,,,,,,,,,,,,63.5,,0,0.0,,4.1,,,,,,,,,,,,,,,,,,,0.0,,,91.0,11.5,47,,,0.0,,,5.73,0.64,6.4,,,,,,,,,,,,,,1.0,,10,,,,,,,,100.0,,,,,9.7,,43,,,,,,,,,,,,,,,,,,0.0,,,,,,7.0,
"riso brillato, cotto [bollito in acqua distillata senza aggiunta di sale]",,,,,,,,,,0.0,,,,,,,,,,,,,72.6,,0,0.0,,21.9,,,,,,,,,,,,,,,,,,,0.0,0.01,,100.0,24.2,91,,,0.0,,0.0002,0.11,0.09,0.2,,0.027999999999999997,,,,,,,,,,,,0.1,,1,,0.009000000000000001,,,,,0.0004,100.0,,0.027999999999999997,,,2.0,,8,5.9999999999999995e-05,,1e-05,,,4e-06,,0.001,,2.9999999999999997e-05,,,,,0.0,,,0.0,,0.0,,0.0005,,0.1,
"minestre in scatola, crema di funghi",,,,,,,,,,0.0,,,,,,,,,,,,,89.6,,0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.017,,56.0,4.2,28,,,0.0,,0.0002,,,,,0.021,,,,,,,,,,,,4.0,,65,,,,,,,0.0003,100.0,,0.040999999999999995,,,1.0,,7,,,5e-05,,,,,0.39799999999999996,,1e-05,,,,,3e-06,,,0.0,,,,,,,
"peperoni, verdi",,,,,,,,,,0.0,,,,,,,,,,,,,92.0,,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.016,,27.0,6.0,83,,,0.0,,0.0006,,,,,0.026,,,,,,,,,,,,0.2,,7,,,,,,,,81.0,,,,,0.7,,10,,,2.9999999999999997e-05,,,,,,,4e-05,,,,,0.000117,,,0.127,,,,,,6.0,
"gelato confezionato- cacao, in vaschetta",,,,,,,,,,0.0,,,,,,,,,,,,,63.0,,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,173.0,25.3,55,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7.1,,37,,,,,,,,100.0,,,,,3.6,,8,,,,,,,,,,,,,,,,,,,,,,,,25.3,
orzo perlato,,,,,,,,,,0.0,,,,,,,,,,,,,12.2,,0,0.0,,64.1,,,0.0,0.0,0.0,0.29,0.0,0.0,0.14,0.7,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,,319.0,70.5,83,,,0.0,,0.0007,4.83,4.41,9.2,,0.18899999999999997,,,,,,,,,,,,1.4,,4,,,,,,0.14,0.0031000000000000003,100.0,0.77,0.12,,,10.4,,13,,2.7,8e-05,,0.29,,,0.003,,8.999999999999999e-05,,,,,0.0,,,0.0,,,,,,0.0,
"funghi coltivati prataioli, cotti [saltati in padella senza aggiunta di grassi e di sale]",,,,,,,,,,0.0,,,,,,,,,,,,,86.4,,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.005,,27.0,1.5,8,,,0.0,,0.0008,3.09,0.22,3.3,,0.07,,,,,,,,,,,,0.3,,11,,,,,,,,100.0,,0.32,,,4.8,,81,,,,,,,,0.005,,7.000000000000001e-05,,,,,0.0,,,0.001,,,,,,1.5,
mele fresche - renette,,,,,,,,,,0.0,,,,,,,,,,,,,87.6,,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.005,,40.0,10.0,95,,,0.0,,0.0002,,,1.7,,,,,,,,,,,,,,0.1,,2,,,,,,,,71.0,,0.105,,,0.3,,3,,,,,,,,0.0,,,,,,,,,,0.008,,,,,,10.0,
"margarina -2,3 di grassi animali, 1,3 di grassi vegetali",,,,,,,,,,0.0,,,,,,,,,,,,,12.0,,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,760.0,0.4,0,,,0.05,,,0.0,0.0,0.0,,,,,,,,,,,,,,84.0,,100,,,,,,,,100.0,,,,,0.7,,0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.4,
"agretti, cotti [bolliti in acqua distillata senza aggiunta di sale]",,,,,,,,,,0.0,,,,,,,,,,,,,79.4,,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,45.0,5.6,47,,,0.0,,,1.88,0.41,2.3,,,,,,,,,,,,,,0.5,,10,,,,,,,,100.0,,,,,4.8,,43,,,,,,,,,,,,,,,,,,,,,,,,5.6,
"latte di vacca in polvere, intero",,,,,,,,,,0.0,,,,,,,,,,,,,3.2,,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,1.05,,484.0,42.0,33,,,0.109,,0.0007,0.0,0.0,0.0,,0.728,,,,,,,,,,,,24.9,,46,,,,,,,0.0007,100.0,,1.27,,,25.7,,21,,,0.0013100000000000002,,,,,0.44,,0.00023999999999999998,,,,,0.000295,,,0.004,,,,,,42.0,
barretta al cocco ricoperta di cioccolato,,,,,,,,,,0.0,,,,,,,,,,,,,7.6,,0,0.0,,4.1,,,,,,,,,,,,,,,,,,,0.0,0.11,,472.0,58.2,46,,,0.01,,0.0013000000000000002,,,,,0.14,,,,,,,,,,,,26.1,,50,,,,,,,0.0003,100.0,,0.32,,,4.8,,4,,,0.0001,,,,,0.18,,4e-05,,,,,4e-05,,,0.0,,,,,,53.7,
"cernia, surgelata",,,,,,,,,,0.0,,,,,,,,,,,,,78.5,,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.011000000000000001,,88.0,0.5,2,,,,,0.0003,0.0,0.0,0.0,,0.128,,,,,,,,,,,,2.0,,20,,,,,,,0.0004,68.0,,,,,17.0,,78,,,0.00011999999999999999,,,,,,,4e-05,,,,,,,,0.0,,,,,,0.5,
minestrone liofilizzato,,,,,,,,,,0.0,,,,,,,,,,,,,3.9,,0,0.0,,29.4,,,,,,,,,,,,,,,,,,,0.0,0.12,,298.0,47.6,59,,,0.0,,0.0028,,,,,0.16,,,,,,,,,,,,8.8,,27,,,,,,,0.0031000000000000003,100.0,,0.8,,,10.1,,14,,,0.00015,,,,,5.6000000000000005,,0.00021,,,,,,,,0.0,,,,,,15.0,
"patate, cotte [in forno a microonde senza aggiunta di acqua e di sale]",,,,,,,,,,0.0,,,,,,,,,,,,,78.5,,0,0.0,,15.9,,,,,,,,,,,,,,,,,,,0.0,0.01,,85.0,17.9,79,,,0.0,,0.0006,0.85,0.71,1.6,,0.054000000000000006,,,,,,,,,,,,1.0,,11,,0.032,,,,,0.0025,100.0,,0.5700000000000001,,,2.1,,10,0.00021,,4e-05,,,0.0,,0.006999999999999999,,0.0001,,,,,3e-06,,,0.008,,,,0.00126,,0.4,
biscotti integrali con soia,,,,,,,,,,0.0,,,,,,,,,,,,,5.1,,0,0.0,,53.9,,,,,,,,,,,,,,,,,,,0.0,,,456.0,60.4,50,,,,,,,,,,,,,,,,,,,,,,20.4,,40,,,,,,,,100.0,,,,,11.5,,10,,,,,,,,,,,,,,,,,,0.0,,,,,,1.1,
"coniglio, intero, surgelato",1.54,0.0,0.0,2.009,0.0,0.0,0.0,0.0,0.0,,,3.2,0.0,0.36,0.06,0.1,0.0,0.69,1.11,0.08,0.0007099999999999999,0.34,74.8,1.267,,0.0,0.77,0.0,1.314,9.000000000000002e-07,,,,,,,,,,,,,,,,,,0.022000000000000002,116.0,116.0,0.0,,0.23,0.065,0.051,0.856,0.001,,,0.0,4e-06,0.22,0.0,0.0,1.023,0.0,,5e-06,1.035,0.5710000000000001,0.0,1.702,3.9,3.9,0.0,,1.785,0.022000000000000002,0.0,1e-05,0.555,0.77,0.0063,69.0,1.2,0.36,0.8740000000000001,20.3,20.3,0.0,,5.9999999999999995e-05,,0.0003,0.0,,1.7e-05,0.8250000000000001,0.067,0.0,2.9999999999999997e-05,0.6900000000000001,0.882,0.19699999999999998,1.222,0.0,8.8e-06,0.00044,0.0,0.0,8e-05,0.0,0.0039,0.19,0.0,0.0
sherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,78.8,0.0,,13.3,0.0,0.0,0.0,1e-06,,,,,,,,,,,,,,,,,,0.008,116.0,116.0,5.9,,0.0,0.01,0.0,0.0,0.0004,,,0.0,0.0,0.024,2.9,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.005,0.0,1e-05,0.0,0.0,0.0001,100.0,0.0,0.055,0.0,0.0,0.1,0.1,,4e-05,,1e-05,0.0,,0.0,0.0,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.025,5.9,0.0
"riso integrale, crudo",0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.96,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.9,0.0,,0.0,0.0,80.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,364.0,357.0,81.3,,0.0,0.0,0.0,0.0,0.0014,,,3.8,4.9e-05,0.31,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8,,0.0,0.0,0.0,0.0,0.0,1.01,0.0053,100.0,1.0,0.25,0.0,0.0,6.7,6.7,,0.0,,7.000000000000001e-05,0.0,,0.0,0.0,0.003,0.0,0.00059,0.0,0.0,0.0,0.0,0.0,0.0,0.0005099999999999999,0.0,0.0,0.0008,0.0,0.0018000000000000004,0.0,1.3,0.0
"funghi shiitake, secchi",0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.13,0.01,0.0,0.0,0.14,0.0,0.0,0.0,0.0,9.5,0.0,,0.0,0.0,7.4,0.0,0.0,,,,,,,,,,,,,,,,,,0.011000000000000001,337.0,314.0,63.9,,0.0,0.0,0.0,0.0,0.0017,,,11.5,0.00016299999999999998,0.29,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.31,0.0141,100.0,0.14,1.53,0.0,0.0,16.3,16.3,,0.0,,0.0012699999999999999,0.0,,0.0,0.0,0.013,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,2.1000000000000002e-06,0.00011999999999999999,0.0,0.0077,0.0,56.5,0.0
pasta frolla,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.86,0.29,0.0,0.0,7.76,0.0,0.0,0.0,0.0,9.0,0.0,,0.0,0.03,35.5,0.0,0.0,,,,,,,,,,,,,,,,,,0.032,483.0,479.0,61.3,,0.0,0.0,0.22399999999999998,0.0,0.0013000000000000002,,,1.7,2.7000000000000002e-05,0.154,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,20.6,24.3,3.8,,0.0,0.0,0.0,0.0,0.0,8.83,0.0006,100.0,3.18,0.084,0.0,2.2,7.7,5.5,,0.0,,5.9999999999999995e-05,0.0,,0.0,0.0,0.103,0.0,0.00015,0.0,0.0,0.0,0.0,0.000196,0.0,0.00011,0.0,7.3e-07,0.0022,0.0,0.0008,0.0,25.8,5.1e-05
merendine tipo pan di spagna,8.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.1,0.03,0.0,0.0,5.01,0.0,0.0,0.0,0.0,13.0,0.0,,0.0,2.12,40.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,467.0,462.0,60.9,,0.0,0.0,0.128,0.0,0.0013000000000000002,,,2.5,1e-05,0.11699999999999999,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.6,22.3,6.7,,0.0,0.0,0.0,0.0,0.0,9.38,0.0005,100.0,3.25,0.103,0.0,4.5,8.3,3.8,,0.0,,0.00011999999999999999,0.0,,0.0,0.0,0.35000000000000003,0.0,8.999999999999999e-05,0.0,0.0,0.0,0.0,0.000262,0.0,5.9999999999999995e-05,0.0,2.61e-06,0.00283,0.0,0.0007,0.0,20.9,9.6e-05
salame di suino e bovino,14.49,0.0,0.08,2.635,0.0,0.0,0.0,0.29,0.05,,,4.122,0.02,1.58,0.09,0.5,0.0,15.13,9.32,0.93,0.0016600000000000002,4.62,27.0,1.604,,0.0,0.0,0.0,1.681,7.000000000000003e-06,,,,,,,,,,,,,,,,,,0.021,454.0,454.0,0.0,,0.326,3.27,0.09,1.143,0.0024,,,0.0,3e-06,0.24600000000000002,0.0,0.0,1.51,0.0,,1.5e-05,1.3030000000000002,0.94,0.0,1.24,38.3,38.3,0.0,,2.2920000000000003,0.025,0.0,4e-05,0.677,16.4,0.0026000000000000003,97.0,1.74,0.452,1.306,27.4,27.4,0.0,,0.00013000000000000002,,0.0002,0.0,,3e-06,1.133,1.4969999999999999,0.02,0.00032,0.957,1.2329999999999999,0.28300000000000003,1.4669999999999999,0.0,2e-06,0.00036,0.0,9.000000000000002e-07,0.00022999999999999998,0.0,0.0035,0.193,0.0,0.0
succo di pera,0.0,0.0,0.0,0.028999999999999998,0.0,0.0,0.0,0.0,0.0,,,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,84.0,0.004,,0.0,0.0,0.0,0.003,2e-07,,,,,,,,,,,,,,,,,,0.005,59.0,57.0,15.2,,0.001,0.002,0.0,0.003,0.0003,,,0.6,1e-06,0.003,10.8,0.0,0.004,3.5,,1e-06,0.003,0.001,0.0,0.005,0.0,0.0,0.0,,0.005,0.003,0.0,2.9999999999999997e-05,0.001,0.0,0.00013000000000000002,100.0,0.0,0.013,0.006,0.0,0.1,0.1,,7.000000000000001e-05,,1e-05,1.0,,0.0,0.004,0.004,0.0,0.0,0.001,0.003,0.001,0.005,0.0,0.0,1e-05,0.001,0.0,5e-05,1.8000000000000001e-06,7.000000000000001e-05,0.005,15.2,1e-06
caramelle alla menta,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.05,0.32,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.2,0.0,,0.0,0.01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.006999999999999999,393.0,393.0,102.7,,0.0,0.0,0.0,0.0,0.0002,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,0.38,0.0,0.0,0.0,0.5,0.5,,0.0,,0.0,0.0,,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.7,0.0
pecorino da grattugiare,17.34,0.0,0.0,1.9969999999999999,0.0,0.0,0.0,0.0,0.0,,,5.803999999999999,0.98,0.29,0.31,3.08,0.0,7.04,7.36,0.42,0.00042,2.43,28.0,0.865,,0.0,0.0,0.0,0.777,2.4e-06,,,,,,,,,,,,,,,,,,0.9229999999999999,379.0,379.0,0.2,,0.15,2.35,0.104,1.4780000000000002,0.0018000000000000004,,,0.0,7.000000000000003e-06,0.675,0.0,0.0,0.523,0.0,,3.9e-05,1.557,0.73,0.2,2.99,28.9,28.9,0.0,,2.315,0.04,0.0,2e-05,0.899,7.94,0.0002,100.0,0.6,0.094,3.438,29.5,29.5,0.0,,0.00101,,0.00047000000000000004,0.0,,6.3e-06,1.446,1.89,2.84,2.9999999999999997e-05,1.591,1.013,0.3720000000000001,2.104,0.0005729999999999999,1.1e-06,8.999999999999999e-05,0.0,5e-07,0.0007,0.0,0.0035,0.23,0.2,4e-06
pesce persico,0.3,0.0,0.08,1.577,0.0,0.28,0.13,0.04,0.0,,,2.298,0.0,0.02,0.02,0.02,0.0,0.11,0.23,0.09,0.00075,0.05,80.0,0.932,,0.0,0.08,0.0,0.9209999999999999,1e-06,,,,,,,,,,,,,,,,,,0.08,75.0,75.0,0.0,,0.165,0.14,0.07,0.601,0.0009000000000000002,,,0.0,5e-06,0.2,0.0,0.0,0.7390000000000001,0.0,,3e-05,0.7090000000000001,0.45399999999999996,0.0,1.252,1.5,1.5,0.0,,1.415,0.03,0.0,0.0007,0.456,0.25,0.0029,43.0,0.6,0.08,0.545,15.4,15.4,0.0,,0.00015,,0.0001,0.0,,1.3000000000000001e-05,0.628,0.092,0.0,7.000000000000001e-05,0.52,0.675,0.172,0.7929999999999999,9e-06,2e-06,0.00011999999999999999,0.002,0.0,0.0002,0.0,0.0011,0.23,0.0,0.0
burro di cacao,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.8,0.1,0.1,0.0,32.6,25.4,0.2,0.0,33.2,0.0,0.0,,0.0,0.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,900.0,900.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,,0.0,0.0,0.0,0.0,0.0,32.9,0.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018000000000000004,0.0,0.0,0.0,0.0,0.0
"cipolle, secche",0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.68,0.03,0.0,0.0,0.26,0.0,0.0,0.0,0.0,4.5,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.22,339.0,313.0,68.6,,0.0,0.0,0.0,0.0,0.0026000000000000003,,,13.0,0.000166,0.26,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,,0.0,0.0,0.0,0.0,0.0,0.26,0.0008,100.0,0.71,1.39,0.0,0.0,10.2,10.2,,0.0,,0.0,0.0,,0.0,0.0,0.17,0.0,0.00022999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.033,0.0,0.0026899999999999997,0.0,0.0017,0.0,48.7,8.499999999999999e-05
"vaniglia, estratto alcolico",0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,52.6,0.0,,34.4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.011000000000000001,290.0,290.0,12.7,,0.0,0.0,0.0,0.0,0.0001,,,0.0,0.0,0.006,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.01,0.00043,100.0,0.0,0.14800000000000002,0.0,0.0,0.1,0.1,,0.0,,0.0001,0.0,,0.0,0.0,0.009000000000000001,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.9999999999999997e-05,0.0,0.0,0.0,0.0,0.0001,0.0,12.7,0.0
yogurt di latte intero zuccherato,1.86,0.0,0.0,0.315,0.0,0.0,0.0,0.0,0.0,,,0.775,0.11,0.07,0.05,0.32,0.0,0.75,0.83,0.01,0.0005,0.31,78.8,0.133,,0.0,0.0,0.0,0.133,2.6e-06,,,,,,,,,,,,,,,,,,0.15,99.0,99.0,13.1,,0.036000000000000004,0.17,0.011000000000000001,0.206,0.0001,,,0.0,1.8e-05,0.12,1.5,1.2,0.085,1.8,,6.3e-05,0.19399999999999998,0.109,3.3,0.363,3.5,3.5,0.0,,0.315,0.012,0.0,0.0,0.109,0.75,0.00011,100.0,0.12,0.17,0.363,4.6,4.6,0.0,,0.0,,0.00018999999999999998,5.3,,2e-06,0.218,0.048,0.3,4e-05,0.23,0.16899999999999998,0.048,0.254,3.1e-05,2e-07,0.0001,0.001,4e-08,8e-05,0.0,0.00041,0.053,13.1,1.6e-05
pane alle olive,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.72,0.06,0.0,0.0,4.69,0.0,0.0,0.0,0.0,35.4,0.0,,0.0,0.01,48.7,0.0,0.0,,,,,,,,,,,,,,,,,,0.114,293.0,286.0,52.6,,0.0,0.0,0.0,0.0,0.0018000000000000004,,,3.8,2.6000000000000002e-05,0.091,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,,0.0,0.0,0.0,0.0,0.0,4.75,0.0013000000000000002,100.0,0.79,0.14200000000000002,0.0,0.0,7.0,7.0,,0.0,,8e-05,0.0,,0.0,0.0,0.5720000000000001,0.0,0.00022999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,7.000000000000001e-05,0.0,0.0,0.0002,0.0,0.0009000000000000002,0.0,3.9,2.8999999999999997e-05
aperitivi (fino a 22 %vol),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9999999999999995e-05,0.0,65.5,0.0,,17.5,0.0,0.0,0.0,1e-06,,,,,,,,,,,,,,,,,,0.0,186.0,186.0,17.0,,0.0,0.003,0.0,0.0,0.0,,,0.0,0.0,0.0,9.5,0.0,0.0,7.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.008,0.0,0.0001,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.057,17.0,0.0
vino rosato (12 %vol),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,87.3,0.0,,9.5,0.0,0.0,0.0,2e-06,,,,,,,,,,,,,,,,,,0.012,76.0,76.0,2.5,,0.0,0.006999999999999999,0.0,0.0,0.001,,,0.0,0.0,0.006,1.7,0.0,0.0,0.8,,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.006999999999999999,0.0,0.0001,0.0,0.0,0.0001,100.0,0.0,0.075,0.0,0.0,0.1,0.1,,2e-05,,1e-05,0.0,,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.035,2.5,0.0
