name,acido aspartico | g,acido fitico | g,acido glutamico | g,acqua | g,alanina | g,alcol | g,amido | g,aminoacido limitante,arginina | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,calcio | g,carboidrati disponibili | g,categoria,cistina | g,codice alimento,colesterolo | g,energia | kj,energia | kcal,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,fosforo | g,glicina | g,indice chimico,isoleucina | g,istidina | g,leucina | g,lipidi | g,lisina | g,magnesio | g,metionina | g,niacina | g,nome scientifico,potassio | g,prolina | g,proteine | g,rame | g,rapporto polinsaturi/saturi,riboflavina | g,selenio | g,serina | g,sodio | g,tiamina | g,tirosina | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,vitamina c | g,vitamina e | g,zinco | g,zuccheri solubili | g
"uova di gallina, intero, cotto alla coque o sodo",1.209,0.0,1.508,77.1,0.719,0.0,0.0,Lis.,0.767,,,,,,,,,,,,,,,,,,0.05,Uova,0.323,181105.0,0.371,535.0,128.0,0.662,,0.0,0.0,0.0,,0.41600000000000004,100.0,0.657,0.298,1.041,8.7,0.88,,0.437,,,,0.496,12.4,,,,,0.842,,,0.503,0.623,0.197,0.8230000000000001,,0.0,,,0.05
"patate, cotte, con latte e formaggio",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,Verdure e Ortaggi,,6519.0,0.015,,,,,,,,,,,,,,,,,,,Solanum tuberosum,,,,,,,,,,,,,,,,0.0,,,
pizza con pomodoro e mozzarella,,,,39.3,,0.0,36.4,,,,,,,,,,,,,,,,,,,0.012,52.9,Cereali e Derivati,,720.0,,1135.0,271.0,,5e-05,,,,0.048,,,,,,5.6,,,,,,,,5.6,,,,,,,,,,,,,0.0,,,12.9
"dentice, fresco",,0.0,,76.1,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.038,0.7,Prodotti della pesca,,120910.0,,422.0,101.0,,0.0012,0.0,0.0,0.0,0.264,,,,,,3.5,,,,0.0021000000000000003,Dentex dentex,,,16.7,,,0.0001,,,,8e-05,,,,,4.8e-05,0.0,,,0.7
pinoli,2.82,,6.74,4.3,1.469,0.0,0.1,Lis.,6.229,,,,,,,,,,,,,,,,,0.04,4.0,Frutta,0.9420000000000001,8590.0,0.0,2491.0,595.0,1.044,0.002,3.77,0.76,4.5,0.466,1.502,39.0,0.991,0.642,2.121,50.3,0.754,,0.731,0.0027,Pinus pinea,,1.716,31.9,,,0.00025,,1.726,,0.00039000000000000005,1.242,0.804,0.3,1.594,9e-06,0.0,,,3.9
finocchi crudi,,,,93.2,,0.0,0.0,,,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,1.0,Verdure e Ortaggi,,5320.0,0.0,36.0,9.0,,0.0004,1.97,0.25,2.2,0.039,,,,,,0.05,,0.016,,0.0005,Foeniculum vulgare,0.394,,1.2,0.0001,1.0,4e-05,9e-07,,0.004,2e-05,,,,,2e-06,0.012,,0.00087,1.0
"cacao, bevanda al latte",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,Prodotti Vari,,409010.0,0.011,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"pollo intero con pelle, cotto [in forno senza aggiunta di grassi e di sale e scolato dal grasso prodotto con la cottura]",2.623,0.0,3.867,61.6,1.6480000000000001,0.0,0.0,Trip.,1.864,0.0,0.12,0.02,1.88,0.4,1.01,2.4,1.31,0.07,0.0,0.06,0.62,0.05,0.0,0.0,0.16,0.02,0.0,Carni Fresche,0.32,106203.0,0.11900000000000001,838.0,200.0,1.1,0.0011,0.0,0.0,0.0,,1.493,100.0,1.339,0.892,2.16,10.2,2.431,0.031,0.8270000000000001,,Gallus gallus,0.366,1.173,27.1,0.00015,0.9,,,1.192,0.093,,0.913,1.247,0.304,1.455,5e-08,0.0,,0.00186,0.0
"carne bovina pressata, in scatola",1.55,0.0,2.446,72.1,0.991,0.0,0.0,Trip.,1.11,0.0,0.21,0.02,1.88,0.32,1.09,2.58,0.43,0.1,0.0,0.03,0.05,0.12,0.0,0.0,0.06,0.004,0.0,Carni Trasformate e Conservate,0.18,113020.0,0.045,590.0,141.0,0.6950000000000001,0.0018000000000000002,0.0,0.0,0.0,,1.087,92.0,0.736,0.5690000000000001,1.312,8.3,1.305,0.012,0.45,0.00484,Bos taurus,0.184,0.901,16.5,0.0002,0.2,0.00029,,0.721,0.6970000000000001,0.00014000000000000001,0.5760000000000001,0.734,0.167,0.901,,0.0,,0.00364,
"merendine, farcite di latte",0.5,,1.9120000000000001,14.2,0.259,0.0,19.7,Lis.,0.304,,,,,,,,,,,,,,,,,0.017,67.3,Dolci,0.177,210040.0,,1728.0,413.0,0.34500000000000003,0.0018000000000000002,1.05,0.82,1.9,0.17200000000000001,0.232,62.0,0.304,0.135,0.56,15.1,0.223,,0.10400000000000001,,,0.18,0.579,6.2,,,,,0.405,,,0.248,0.253,0.08,0.374,,0.0,,,45.7
"aragosta, bollita",,0.0,,72.4,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.074,1.3,Prodotti della pesca,,128055.0,0.085,449.0,107.0,,0.001,0.0,0.0,0.0,0.35000000000000003,,,,,,2.4,,0.022,,,Palinurus elephas,,,20.2,0.0005,,,6.8e-05,,,,,,,,5e-08,0.0,,0.00275,1.3
camembert,,0.0,,50.7,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.35000000000000003,0.05,Formaggi e latticini,,160870.0,0.078,1242.0,297.0,,0.0002,0.0,0.0,0.0,0.31,,,,,,23.7,,,,0.001,,0.1,,20.9,,,0.0005200000000000001,,,0.65,5e-05,,,,,0.000283,5e-05,,,0.05
lumaca,,0.0,,82.8,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,Carni Fresche,,109010.0,,280.0,67.0,,,0.0,0.0,0.0,,,,,,,1.7,,,,,Helix pomatia,,,12.9,,,,,,,,,,,,5.9999999999999995e-05,0.0,,,0.0
bovino adulto o vitellone - scamone - [tessuto muscolare privato del grasso visibile],2.076,0.0,3.649,73.8,1.316,0.0,0.0,Trip.,1.284,0.0,0.08,0.06,0.64,0.09,0.45,0.93,0.35,0.07,0.0,0.0,0.1,0.08,0.0,0.09,0.04,0.004,0.0,Carni Fresche,0.233,101210.0,,497.0,119.0,0.873,0.0013000000000000002,0.0,0.0,0.0,0.18,1.064,99.0,0.924,0.8260000000000001,1.84,3.7,1.947,0.016,0.614,0.0048,Bos taurus,0.337,0.88,21.4,5e-05,0.6,0.0002,3e-06,0.875,0.04,7.000000000000001e-05,0.758,0.873,0.24,1.034,5e-08,0.0,,0.0039,0.0
"olii vegetali [oliva, soia, mais ecc.]",0.0,0.0,0.0,0.05,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,5e-05,0.0,Olii e Grassi,0.0,9799.0,0.0,3762.0,899.0,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,99.9,0.0,,0.0,0.0,,5e-05,0.0,0.0,,,0.0,5e-08,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,,0.0,,5e-05,0.0
"formaggio cremoso spalmabile, light",,0.0,,70.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,3.1,Formaggi e latticini,,170510.0,0.042,749.0,179.0,,,0.0,0.0,0.0,,,,,,,14.5,,,,,,,,9.2,,,,,,,,,,,,0.000224,5e-05,5e-05,,3.1
"riso integrale, cotto  [bollito in acqua distillata senza aggiunta di sale]",,,,70.3,,0.0,22.8,,,,,,,,,,,,,,,,,,,0.012,25.5,Cereali e Derivati,,115.0,0.0,465.0,111.0,,0.0005,,,0.8,0.073,,,,,,0.6,,,,0.0014,Oryza sativa,0.07,,2.5,,,2e-05,,,0.003,0.0001,,,,,0.0,0.0,,,0.4
"broccolo a testa, cotto [bollito in acqua distillata senza aggiunta di sale]",,,,88.3,,0.0,0.0,,,,,,,,,,,,,,,,,,,,4.5,Verdure e Ortaggi,,5105.0,0.0,163.0,39.0,,,2.42,0.84,3.3,,,,,,,0.5,,,,,"Brassica loeracea, cv. botritis caput",,,4.3,,,,,,,,,,,,2e-06,0.033,,,4.5
"castagne, bollite",,,,63.3,,0.0,16.9,,,,,,,,,,,,,,,,,,,,26.1,Frutta,,8525.0,0.0,500.0,120.0,,,4.84,0.59,5.4,,,,,,,1.3,,,,,Castanea vulgaris,,,2.5,,,,,,,,,,,,0.0,,,,7.5
cioccolato al latte con nocciole,,,,1.1,,0.0,0.05,,,0.11,0.28,0.04,7.69,0.11,8.68,15.73,1.69,0.07,0.28,0.04,,0.0,0.04,0.0,0.0,0.042,48.6,Dolci,,203030.0,0.009000000000000001,2273.0,543.0,,0.0019,,,4.8,0.162,,,,,,36.9,,,,0.002,,,,7.2,,0.1,0.00026000000000000003,,,,0.00026000000000000003,,,,,,0.0,,,48.6
"merluzzo o nasello, baccala' ammollato",,0.0,,75.6,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.031,0.0,Prodotti della pesca,,121450.0,0.05,399.0,95.0,,0.0023,0.0,0.0,0.0,0.224,,,,,,1.0,,,,,Merluccius merluccius,,,21.6,,,0.00028000000000000003,,,,5e-05,,,,,0.0,0.0,,,0.0
"carciofi, surgelati crudi",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.5,Verdure e Ortaggi,,5130.0,0.0,92.0,22.0,,,1.93,3.04,5.0,,,,,,,0.2,,,,,Cynara scolymus,,,2.7,,,,,,,,,,,,1.8e-05,0.01,,,
olio di vinacciolo,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,0.0,0.0,0.1,0.0,6.3,0.39,2.83,16.0,67.7,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Olii e Grassi,0.0,9710.0,0.0,3762.0,899.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,99.9,0.0,,0.0,0.0,,5e-05,0.0,0.0,,7.4,0.0,,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189,,0.0
"lupini, ammollati",,,,69.0,,0.0,6.0,,,,,,,,,,,,,,,,,,,0.045,7.1,Legumi,,4600.0,0.0,476.0,114.0,,0.0055,,,,0.1,,,,,,2.4,,,,0.0002,Lupinus albus,,,16.4,,,1e-05,,,,0.0001,,,,,,,,,0.5
burro,,0.0,,14.1,,0.0,0.0,,,2.39,8.31,1.14,20.86,1.9,9.4,20.68,1.57,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,1.1,Olii e Grassi,,190010.0,0.25,3171.0,758.0,,0.0,0.0,0.0,0.0,0.016,,,,,,83.4,,,,,,0.015,,0.8,,0.1,,,,0.007,,,,,,0.0009299999999999999,0.0,0.0024,,1.1
caciocavallo,,0.0,,30.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.86,2.3,Formaggi e latticini,,160800.0,,1838.0,439.0,,0.0003,0.0,0.0,0.0,0.59,,,,,,31.1,,,,0.0,,,,37.7,,,0.00045000000000000004,,,,1e-05,,,,,0.00041999999999999996,5e-05,0.00043,,2.3
ciliege,,0.0,,86.2,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.03,9.0,Frutta,,7710.0,0.0,158.0,38.0,,0.0006,0.8,0.49,1.3,0.018000000000000002,,,,,,0.1,,,,0.0005,Prunus avium,0.229,,0.8,,,3e-05,,,0.003,3e-05,,,,,1.8999999999999998e-05,0.011,,,9.0
margarina -100% vegetale,,0.0,,13.0,,0.0,0.0,,,0.76,0.81,0.0,19.32,0.59,5.53,32.05,16.62,1.02,0.0,1.2,0.0,0.0,0.0,2.93,0.0,0.02,0.4,Olii e Grassi,,9100.0,0.0,3179.0,760.0,,,0.0,0.0,0.0,0.016,,,,,,84.0,,,,0.0,,0.005,,0.6,,0.7,0.0,,,0.8,0.0,,,,,7.5e-05,0.0,0.012400000000000001,,0.4
salame ungherese,2.281,0.0,3.633,36.0,1.604,0.0,0.0,Trip.,1.478,0.0,0.52,0.0,6.15,0.87,2.75,13.99,4.79,0.27,0.31,0.52,0.39,0.05,0.0,0.0,0.05,0.045,0.7,Carni Trasformate e Conservate,0.259,110670.0,0.094,1696.0,405.0,0.982,0.0014,0.0,0.0,0.0,,1.335,86.0,1.185,0.893,2.017,34.0,2.121,0.027,0.631,,,0.42,1.108,24.2,0.00013000000000000002,0.6,0.00025,3.1e-06,0.9580000000000001,1.504,0.00017,0.837,1.028,0.23,1.363,5e-08,0.0,,0.0033,0.7
salame felino,3.069,0.0,4.944,35.2,1.96,0.0,0.0,Trip.,1.9140000000000001,0.0,0.39,0.0,6.1,0.62,2.91,11.26,3.49,0.37,0.03,0.0,0.47,0.0,0.0,0.0,0.0,0.014,0.5,Carni Trasformate e Conservate,0.317,110630.0,0.095,1569.0,375.0,1.21,0.0019,0.0,0.0,0.0,,1.74,90.0,1.591,0.923,2.64,27.9,2.622,0.031,0.835,,,0.486,1.32,30.5,0.00021,0.5,0.00026000000000000003,3.1e-06,1.226,1.697,0.00034,1.03,1.2590000000000001,0.302,1.679,5e-08,0.0,,0.0043,0.5
"carciofi, cotti [in forno a microonde senza aggiunta di acqua e di sale]",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,Verdure e Ortaggi,,5124.0,0.0,,,,,,,,,,,,,,,,0.066,,,Cynara scolymus,,,,0.00017,,,,,,,,,,,,0.01,,0.00102,
"pollo, carne, pelle e rigaglie",,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Carni Fresche,,106690.0,0.098,,,,,0.0,0.0,0.0,,,,,,,,,,,,Gallus gallus,,,,,,,,,,,,,,,5e-08,0.0,,,
piselli freschi crudi,0.494,,0.901,79.4,0.34500000000000003,0.0,2.3,Solf.,0.934,,,,,,,,,,,,,,,,,0.045,6.5,Legumi,0.057,4700.0,0.0,217.0,52.0,0.20600000000000002,0.0017,5.8,0.45,6.3,0.097,0.20800000000000002,69.0,0.201,0.085,0.342,0.6,0.34800000000000003,,0.038,0.0026000000000000003,Pisum sativum,0.193,0.224,5.5,,,8e-05,,0.265,0.001,0.0002,0.139,0.31,0.054,0.226,6.4e-05,0.032,,,4.0
"soia, salsa",,,,67.6,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,8.3,Prodotti Vari,,509020.0,0.0,276.0,66.0,,0.0027,0.0,0.0,0.0,0.21,,,,,,0.0,,,,0.0034,,0.36,,8.7,,,0.00013000000000000002,,,5.72,5e-05,,,,,0.0,0.0,,,8.3
"castagne, secche",,,,10.1,,0.0,41.7,,,,,,,,,,,,,,,,,,,0.056,62.0,Frutta,,8530.0,0.0,1201.0,287.0,,0.0019,12.66,1.15,13.8,0.131,,,,,,3.4,,,,0.00207,Castanea vulgaris,0.738,,6.0,,,0.0005200000000000001,,,0.017,0.00015,,,,,0.0,,,,16.1
asparagi di serra,,,,92.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.024,3.0,Verdure e Ortaggi,,5050.0,0.0,100.0,24.0,,0.001,,,2.1,0.065,,,,,,0.1,,,,0.0009000000000000001,Asparagus officinalis,,,3.0,,,0.00025,,,,0.00027,,,,,1.3e-05,0.024,,,3.0
"orata fresca, filetti",,0.0,,73.2,,0.0,0.0,,,0.0,0.04,0.0,0.65,0.13,0.17,0.62,0.11,0.01,0.0,0.09,0.19,0.29,0.0,0.04,0.38,,1.0,Prodotti della pesca,,121720.0,0.064,505.0,121.0,,,0.0,0.0,0.0,,,,,,,3.8,,,,,Sparus auratus,,,20.7,,1.4,,,,,,,,,,,0.0,,,1.0
mango,,,,82.8,,0.0,0.05,,,,,,,,,,,,,,,,,,,0.007,12.6,Frutta,,7590.0,0.0,222.0,53.0,,0.0005,,,1.6,0.011,,,,,,0.2,,,,0.0006,Mangifera indica,0.25,,1.0,,,4e-05,,,0.001,2e-05,,,,,0.0005329999999999999,0.028,,,12.6
mora di rovo,,,,85.0,,0.0,0.0,,,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036000000000000004,8.1,Frutta,,7750.0,0.0,149.0,36.0,,0.0016,,,3.2,0.048,,,,,,0.05,,,,7.000000000000001e-05,Rubus fruticosus,0.26,,1.3,,1.0,5e-05,,,0.002,3e-05,,,,,2e-06,0.019,,,8.1
pasta di mandorle,,,,10.8,,0.0,,,,,,,,,,,,,,,,,,,,0.059000000000000004,54.6,Dolci,,217000.0,0.0,1904.0,455.0,,0.0019,,,,0.242,,,,,,23.4,,,,0.0016,,,,9.9,,,0.00035999999999999997,,,,0.00011,,,,,5e-08,,,,54.6
albicocche,,0.0,,86.3,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.016,6.8,Frutta,,7000.0,0.0,117.0,28.0,,0.0005,0.83,0.71,1.5,0.016,,,,,,0.1,,,,0.0005,Prunus armeniaca,0.32,,0.4,,,3e-05,,,0.001,3e-05,,,,,0.00035999999999999997,0.013000000000000001,,,6.8
muesli,,,,7.4,,0.0,41.4,,,0.0,0.17,0.0,0.03,0.01,0.04,2.16,2.3,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,72.2,Cereali e Derivati,,3040.0,0.0,1521.0,364.0,,0.0056,,,6.4,0.28,,,,,,6.0,,,,0.006500000000000001,,0.44,,9.7,,14.3,0.0007,,,0.38,0.0005,,,,,5e-08,5e-05,,,26.2
"pollo intero con pelle, cotto [arrosto di rosticceria]",,0.0,,55.3,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.01,0.0,Carni Fresche,,106251.0,,1027.0,246.0,,0.0008,0.0,0.0,0.0,0.18,,,,,,14.7,,,,0.0043,Gallus gallus,0.27,,28.3,,,0.00039000000000000005,,,0.075,5e-05,,,,,5e-08,0.0,,,0.0
"cotechino, confezionato precotto",,0.0,,36.8,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.02,0.0,Carni Trasformate e Conservate,,110190.0,,1881.0,450.0,,0.0018000000000000002,0.0,0.0,0.0,0.109,,,,,,42.3,,0.011,,0.0073,,0.178,,17.2,0.00013000000000000002,,,1e-06,,1.1380000000000001,,,,,,,0.0,,0.0021000000000000003,0.0
salame milano,2.704,0.0,4.166,35.5,1.73,0.0,0.0,Trip.,1.604,0.0,0.44,0.0,5.78,0.89,3.4,12.35,4.27,0.78,0.07,0.0,0.44,0.07,0.0,0.0,0.0,0.032,1.5,Carni Trasformate e Conservate,0.32,110640.0,0.09,1641.0,392.0,1.081,0.0015,0.0,0.0,0.0,0.356,1.5210000000000001,95.0,1.22,0.8220000000000001,2.285,31.1,2.311,0.025,0.7020000000000001,0.0025,,0.452,1.166,26.7,0.00013000000000000002,0.6,0.00021,3.1e-06,1.097,1.497,0.00024,0.902,1.073,0.28,1.417,5e-08,0.0,,0.0035,1.5
"uova di gallina, intero",1.209,0.0,1.508,77.1,0.719,0.0,0.0,Lis.,0.767,0.0,0.03,0.0,1.9,0.23,1.21,2.35,1.06,0.04,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.048,0.05,Uova,0.323,181100.0,0.371,535.0,128.0,0.662,0.0015,0.0,0.0,0.0,0.21,0.41600000000000004,100.0,0.657,0.298,1.041,8.7,0.88,0.013000000000000001,0.437,0.0001,,0.133,0.496,12.4,6e-05,0.4,0.0003,5.7999999999999995e-06,0.842,0.137,8.999999999999999e-05,0.503,0.623,0.197,0.8230000000000001,0.000225,0.0,,0.0012,0.05
"granchio, in scatola",,0.0,,79.2,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.12,0.0,Prodotti della pesca,,128200.0,0.101,337.0,81.0,,0.0028,0.0,0.0,0.0,0.032,,,,,,0.9,,,,0.0011,Cancer pagurus,0.1,,18.1,,,5e-05,,,0.55,5e-05,,,,,5e-08,5e-05,,,0.0
liquori da dessert,5e-05,0.0,5e-05,40.8,5e-05,28.2,0.0,,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,31.1,Bevande Alcooliche,5e-05,407010.0,0.0,1314.0,314.0,5e-05,5e-05,0.0,0.0,0.0,,5e-05,,5e-05,5e-05,5e-05,0.0,5e-05,,5e-05,,,5e-05,5e-05,0.05,,,,,5e-05,5e-05,0.0,5e-05,5e-05,5e-05,5e-05,0.0,0.0,0.0,,31.1
birra chiara,,0.0,,93.5,,2.8,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,3.5,Bevande Alcooliche,,404010.0,0.0,140.0,34.0,,0.0,0.0,0.0,0.0,0.028,,,,,,0.0,,,,0.0009000000000000001,,0.035,,0.2,,,3e-05,,,0.01,0.0,,,,,0.0,0.001,0.0,,3.5
"acciuga o alice, sotto sale",,0.0,,53.8,,0.0,0.0,,,,,,,,,,,,,,,,,,,,2.3,Prodotti della pesca,,120030.0,0.11900000000000001,571.0,137.0,,,0.0,0.0,0.0,,,,,,,3.1,,,,,Engraulis enchrasicholus,,,25.0,,,,,,,,,,,,5.4999999999999995e-05,0.0,,,2.3
mirtilli,,,,85.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.041,5.1,Frutta,,7760.0,0.0,103.0,25.0,,0.0007,,,3.1,0.031,,,,,,0.2,,,,0.0005,Vaccinium myrtillus,0.16,,0.9,,,5e-05,,,0.002,2e-05,,,,,1.3e-05,0.015,,,5.1
palombo,,0.0,,79.2,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.031,1.3,Prodotti della pesca,,122000.0,,333.0,80.0,,0.001,0.0,0.0,0.0,0.218,,,,,,1.2,,,,0.0056,Mustelus mustelus,,,16.0,,,3e-05,,,,3e-05,,,,,1.4999999999999999e-05,5e-05,,,1.3
funghi ovuli,,,,92.9,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.017,,Verdure e Ortaggi,,6020.0,0.0,,,,0.0011,,,,0.089,,,,,,0.3,,,,0.004,"Amanita caesarea, ovulo edule",,,2.0,,,0.00031,,,,0.0001,,,,,0.0,0.003,,,
riso parboiled crudo,,,,10.3,,0.0,73.6,,,,,,,,,,,,,,,,,,,0.06,81.3,Cereali e Derivati,,120.0,0.0,1411.0,337.0,,0.0029,,,0.5,0.2,,,,,,0.3,,,,,Oryza sativa,0.15,,7.4,0.00034,,,1.4e-05,,0.009000000000000001,0.00034,,,,,0.0,0.0,5e-05,0.002,0.3
"soia, latte",,,,89.7,,0.0,0.05,,,,,,,,,,,,,,,,,,,0.013000000000000001,0.8,Prodotti Vari,,509010.0,0.0,133.0,32.0,,0.0004,,,0.05,0.047,,,,,,1.9,,,,0.0001,,0.12,,2.9,,,0.00027,,,0.032,6e-05,,,,,0.0,0.0,,,0.8
farina di mais,0.554,,1.6420000000000001,12.5,0.65,0.0,72.1,Lis.,0.405,0.0,0.0,0.0,0.26,0.0,0.04,0.66,1.39,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.006,80.8,Cereali e Derivati,0.152,260.0,0.0,1515.0,362.0,0.441,0.0018000000000000002,2.76,0.35,3.1,0.099,0.33,51.0,0.35000000000000003,0.251,1.028,2.7,0.258,,0.155,0.0019,Zea mays,0.13,0.793,8.7,,4.5,0.0001,,0.432,0.001,0.00035,0.32,0.334,0.061,0.47200000000000003,6.7e-05,0.0,5e-05,,1.5
"cavolfiore, cotto [bollito in acqua distillata senza aggiunta di sale]",,,,84.2,,0.0,0.5,,,,,,,,,,,,,,,,,,,,4.4,Verdure e Ortaggi,,5165.0,0.0,167.0,40.0,,,1.68,0.71,2.4,,,,,,,0.3,,,,,"Brassica oleracea, cv. botrytis cauliflaura",,,5.3,,,,,,,,,,,,5.9999999999999995e-05,0.028,,,3.9
snack di frutta pressata,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,Frutta,,8900.0,0.0,,,,,10.22,2.34,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taleggio,1.245,0.0,4.151,51.8,0.54,0.0,0.0,Treo.,0.667,,,,,,,,,,,,,,,,,0.433,0.9,Formaggi e latticini,0.088,167600.0,,1319.0,315.0,0.901,0.0001,0.0,0.0,0.0,0.328,0.374,98.0,0.9550000000000001,0.535,1.69,26.2,1.424,,0.5660000000000001,,,0.089,1.742,19.0,,,0.00022,,0.894,0.873,,0.987,0.632,0.229,1.187,0.00048199999999999995,0.0,0.00062,,0.9
"merendine, tipo briosche",,,,11.3,,0.0,39.3,Lis.,,0.0,0.0,0.0,2.65,0.0,0.0,4.52,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,65.7,Dolci,0.107,210060.0,0.047,1831.0,438.0,0.467,0.0015,,,,,,47.0,0.394,,0.681,17.6,0.221,,0.148,,,,,8.2,0.00016,0.3,,,,,,0.312,0.271,0.082,0.443,,0.0,,0.00066,22.5
tinca,,0.0,,78.5,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.031,0.9,Prodotti della pesca,,123400.0,,333.0,79.0,,0.001,0.0,0.0,0.0,0.218,,,,,,0.5,,,,,Tinca tinca,0.245,,17.9,,,0.00015,,,0.08,6e-05,,,,,1.8e-05,5e-05,,,0.9
"tacchino intero, con pelle crudo",,0.0,,73.6,,0.0,0.0,,,0.0,0.07,0.0,1.54,0.31,0.55,1.32,1.23,0.07,0.0,0.03,0.31,0.93,0.0,0.0,0.31,,0.0,Carni Fresche,,106700.0,0.195,564.0,135.0,,,0.0,0.0,0.0,,,,,,,6.9,,,,,Meleagris gallopavo,,,18.2,,1.3,,,,,,,,,,5e-08,0.0,,,0.0
fontina,,0.0,,41.1,,0.0,0.0,,,0.69,2.56,0.0,7.31,0.77,2.3,6.13,0.74,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.8,Formaggi e latticini,,162020.0,0.082,1436.0,343.0,,0.0003,0.0,0.0,0.0,0.561,,,,,,26.9,,0.027,,0.0002,,,,24.5,,0.1,0.00045000000000000004,,,0.686,1e-05,,,,,0.00041999999999999996,0.0,0.00062,0.00425,0.8
"uva, nera",,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Frutta,,7400.0,0.0,,,,,1.33,0.25,1.6,,,,,,,0.1,,,,,Vitis vinifera,,,,,,,,,,,,,,,,,5e-05,,
"cardi, cotti [bolliti in acqua distillata senza aggiunta di sale]",,,,56.6,,0.0,1.5,,,,,,,,,,,,,,,,,,,,12.9,Verdure e Ortaggi,,5195.0,0.0,304.0,73.0,,,1.25,0.28,1.5,,,,,,,0.7,,,,,Cynara cardunculus,,,4.5,,,,,,,,,,,,,,,,11.4
"gomme da masticare, lastrine e confetti",0.0,0.0,0.0,3.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,70.0,Dolci,0.0,202500.0,0.0,1098.0,263.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,70.0
