name,acidi grassi monoinsaturi totali | g,acidi grassi polinsaturi totali | g,acidi grassi saturi totali | g,"acidi grassi, trans | g","acidi grassi, trans-monoenoici | g","acidi grassi, trans-polienoico | g",acido arachico | g,acido arachidonico | g,acido aspartico | g,acido beenico | g,acido decosaesaenoico (dha) | g,acido eicosapentaenoico (epa) | g,acido eicosenoico | g,acido erucico | g,acido fitico | g,acido folico (vit. b9 o m o folacina) | g,acido glutamico | g,acido glutammico | g,acido laurico | g,acido linoleico | g,acido linolenico | g,acido miristico | g,acido miristoleico | g,acido oleico | g,acido palmitico | g,acido palmitoleico | g,acido pantotenico | g,acido stearico | g,acqua | g,alanina | g,alcol | %,alcol | g,alpha-tocoferolo (vit. e) | g,altri acidi grassi polinsaturi | g,amido | g,arginina | g,beta-sistosterolo | g,betaina | g,biotina | g,c0:0 | g,c0:1 | g,"c0:2 n-6 c,c | g",c0:3 n-3 | g,c0:3 n-6 | g,c0:3 not further defined | g,c0:4 not further defined | g,c0:5 n-3 | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c1:5 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,c2:0 | g,c2:1 c | g,c2:1 not further defined | g,c2:1 t | g,c2:4 | g,c2:5 n-3 | g,c2:6 n-3 | g,c3:0 | g,c4:0 | g,c4:0÷c10:0 | g,c4:1 c | g,c4:1 | g,c5:0 | g,c5:1 | g,c6:0 | g,c6:1 c | g,c6:1 not further defined | g,c6:1 t | g,c7:0 | g,c7:1 | g,c8:0 | g,c8:1 c | g,c8:1 not further defined | g,c8:1 t | g,c8:2 clas | g,c8:2 i | g,"c8:2 n-6 c,c | g",c8:2 not further defined | g,c8:2 t not further defined | g,"c8:2 t,t | g","c8:3 n-3 c,c,c | g","c8:3 n-6 c,c,c | g",c8:3 not further defined | g,c8:3i | g,c8:4 | g,calcio | g,"calorie, ricalcolata con fibra | kcal","calorie, ricalcolata | kcal",campesterolo | g,carboidrati disponibili | g,carboidrati | %,"carotene, alfa | g",ceneri | g,cistina | g,cloro | g,colecalcifenolo (vit. d) | g,colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",destrosio | g,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,fibre | g,fitosteroli | g,fluoro | g,folati totali | g,folato alimentare | g,fosforo | g,fruttosio | g,galattosio | g,glicina | g,glucosio | g,grassi | g,idrossiprolina | g,indice chimico | g,iodio | g,isoleucina | g,istidina | g,lattosio (mse) | g,leucina | g,licopene | g,lipidi animali | g,lipidi totali | g,lipidi vegetali | g,lipidi | %,lisina | g,luteina + zeaxantina | g,magnesio | g,maltosio (mse) | g,manganese | g,metionina | g,monoinsaturi totali | %,niacina | g,parte edibile | %,polinsaturi totali | %,potassio | g,prolina | g,proteine animali | g,proteine totali | g,proteine vegetali | g,proteine | %,rame | g,rapporto polinsaturi/saturi | g,retinolo equivalente | g,riboflavina | g,saccarosio (mse) | g,saturi totali | %,selenio | g,serina | g,sodio | g,"somma degli acidi butirrico, caproico, caprilico e caprico | g",stigmasterolo | g,tiamina | g,tirosina | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,"vitamina b-12, aggiunta | g",vitamina b12 | g,vitamina b6 | g,vitamina c | g,vitamina d | g,vitamina d2 | g,vitamina d3 | g,"vitamina e, aggiunta | g",vitamina k | g,zinco | g,zolfo | g,zuccheri solubili | g,zuccheri | g,ß-carotene equivalente | g
danone - actimel fragola 0.1 % di grassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,3.70000004768372,,,,,,,,,,,,,,,,0.5,,,,,,,,,,0.100000001490116,,,,,,,,,,,,,,,,,,,,,,,,,,2.70000004768372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,
formaggio messicano,5.02,0.75,11.58,,,,,,,,,,,,,0.0,,,,,,,,,,,,,48.2,,,,0.00017,,,,,,,0.52,0.04,,,,,0.03,0.0,,,,,,,,,,,,,,,,,,0.56,,0.0,,,0.0,0.0,,0.72,,,,,,0.42,,0.3,,,,0.24,,4.47,,,,,0.57,,,,,0.13,,0.0,1.146,,282.03,,3.41,,0.0,4.3,,,3.5000000000000004e-07,0.062,0.0135,0.0,,,0.00013000000000000002,,,,0.0,,,2e-05,2e-05,0.583,,,,,19.4,,,,,,,,0.0,,,,,,0.0,0.035,,,,,6e-05,,,0.093,,,24.69,,,2.1e-05,,0.00015099999999999998,0.0003,,,1.55e-05,,0.7759999999999999,,,3e-05,,,,,,,,0.00017579999999999996,0.0,1.6599999999999996e-06,8.400000000000001e-05,0.0,4e-07,,4e-07,0.0,1.6e-06,0.0043,,,0.56,5e-05
kellogs cereali - kellogg's coco pops barchette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0,,80.0,,,,,,,,,,,,0.008,,,,4.5,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,0.0148999996185303,,,,,,8.0,,,,,,0.0012999999523162801,,,,,0.35000000000000003,,,0.00120000004768372,,,,,,,,,,8.29999983310699e-07,0.0017000000476837206,,,,,,,,,,34.0,
"rape, lesse",0.005,0.042,0.008,,,,,,0.05,,,,,,,0.0,0.102,,,,,,,,,,0.00014199999999999998,,93.6,0.027000000000000003,,,2e-05,,,0.019,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,0.0,,0.004,,,,,0.009000000000000001,,,,,0.032,,0.0,0.033,,21.99,,5.06,,0.0,0.55,0.004,,0.0,0.0,0.0087,0.0,,0.014,0.00017999999999999998,,,,2.0,,,9e-06,9e-06,0.026000000000000002,,,0.019,,0.08,,,,0.029,0.011,,0.026000000000000002,0.0,,,,,0.028,0.0,0.009000000000000001,,7.099999999999999e-05,0.009000000000000003,,0.000299,,,0.177,0.021,,0.71,,,2e-06,,0.0,2.3e-05,,,2e-07,0.023,0.016,,,2.7000000000000002e-05,0.011,,,,0.02,0.006999999999999999,0.023,0.0,0.0,0.0,6.7e-05,0.0116,0.0,,,0.0,1e-07,0.00012,,,2.99,0.0
nestle - buitoni lasagnette agli asparagi buitoni,,,2.2999999523162797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,,14.3000001907349,,,,,,,,,,,,,,,,0.200000002980232,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.30000019073486,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,1.60000002384186,
crema di cipolle,1.67,1.16,1.17,,,,,,,,,,,,,0.0,,,,,,,,,,,0.00024,,81.0,,,,0.00043,,,,,,,0.03,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.03,,0.0,,,0.0,0.0,,0.03,,,,,,0.02,,0.0,,,,0.01,,1.62,,,,,1.07,,,,,0.08,,0.0,0.027000000000000003,,87.95,,10.4,,0.0,2.2,,,0.0,0.012,0.0114,0.0,,,0.0005,,,,0.4,,,6e-06,6e-06,0.03,,,,,4.2,,,,,,,,0.0,,,,,,1e-05,0.005,,0.0002,,,0.0004,,,0.098,,,2.2,,,0.00011,,2.7e-05,6e-05,,,2.3e-06,,0.637,,,4e-05,,,,,,,,3.39e-05,0.0,4e-08,2e-05,0.001,0.0,,,0.0,2.2e-06,0.00012,,,3.64,1.3e-05
kellogs cereali - kellogg's optivita nocciole e mandorle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008800000190734859,,400.0,,62.0,,,,,,,,,,,,,,,,7.0,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,0.0113000001907349,,,,,,11.0,,,,,,0.002,,,,,0.01,,,0.0008999999761581422,,,,,,,,,,6.299999952316278e-07,0.0025,,,,,,,,,,19.0,
nestle - buitoni torta al limone buitoni,,,1.29999995231628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0,,49.9000015258789,,,,,,,,,,,,,,,,1.29999995231628,,,,,,,,,,14.1999998092651,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,29.100000381469695,
"cappone di pollo, arrosto",4.71,2.52,3.28,,,,,,2.5340000000000007,,,,,,,0.0,4.151,,,,,,,,,,0.0011840000000000002,,59.25,1.6369999999999998,,,,,,1.777,,,,0.0,0.12,,,,,0.09,0.01,,,,,,,,,,,,,,,,,,0.01,,0.0,,,0.01,0.03,,,,,,,,,,0.65,,,,,,3.88,,,,,2.22,,,,,0.1,,,0.015,,226.1,,0.04,,,1.01,0.377,,,0.10300000000000001,,,,1.112,0.00179,,,,0.0,,,2.6e-05,2.6e-05,0.239,,,1.7990000000000002,,11.67,,,,1.419,0.8280000000000001,,2.077,,,,,,2.302,,0.023,,3.1e-05,0.753,,0.008414999999999999,,,0.243,1.366,,28.35,,,8.1e-05,,0.00022,0.00021899999999999998,,,1.93e-05,1.0090000000000001,0.05,,,7.000000000000001e-05,0.916,,,,1.178,0.318,1.386,0.00022019999999999999,,3.6e-07,0.00041,0.0004,,,,,,0.0019399999999999999,,,,
nestle mio - cremoso con frutta frullata banana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,16.3999996185303,,,,,,,,,,,,,,,,,,,,,,,,,,2.70000004768372,,,,,,,,,,,,,,,,,,,,,,,,,,3.5999999046325697,,,,,,,,,,,,,,,,,,,,,,,,,0.0005299999713897711,,,,,,,,,,,
nestle - motta la cremeria - coppetta yogurt fragole e muesli,,,2.79999995231628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,,30.0,,,,,,,,,,,,,,,,2.5999999046325697,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.70000004768372,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,25.399999618530305,
"pina colada, in bottiglia",0.442,0.13699999999999998,6.5710000000000015,,,,,,,,,,,,,0.0,,,,,,,,,,,5.400000000000001e-05,,54.9,,,,,,,,,,,0.45899999999999996,,,,,,,,,,,,,,,,,,,,,,,,,3.391,,,,,,,,,,,,,,0.044000000000000004,,,,,,0.57,,0.442,,,,,0.13699999999999998,,,,,,,,0.001,,237.09,,27.6,,,0.3,,,,0.0,,,,,3e-05,,,,0.1,,,6e-06,6e-06,0.036000000000000004,,,,,7.6,,,,,,,,,,,,,,,0.006,,0.000319,,,0.00010400000000000001,,,0.083,,,0.6,,,8.7e-05,,0.0,5e-06,,,7e-07,,0.07100000000000001,,,1.7000000000000007e-05,,,,,,,,7.199999999999997e-06,,0.0,1.7000000000000007e-05,0.0015,,,,,,0.0002,,,,
"caesar salad pollo croccante, mcdonald's",2.11,1.521,1.406,0.068,,,,,,,,,,,,,,,,,,,,,,,0.00057,,78.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061,,104.45,,6.2,,,1.4,,,,0.018000000000000002,,,,,0.00057,,,,1.1,,,,,,,,,,5.31,,,,,,,,,,,,,,,,,,,,0.0031200000000000004,,,0.254,,,8.32,,,,,,5.5999999999999986e-05,,,,,0.267,,,6e-05,,,,,,,,0.0007686,,,,0.01,,,,,,,,,1.47,
grasso di tacchino,42.9,23.1,29.4,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,0.0,,0.2,0.0,,,0.0029,,,0.0,,,,0.0,0.0,,,,,0.3,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,6.0,,,,0.0,,35.9,,,,,21.2,,,,,1.4,,0.0,0.0,,900.34,,0.0,,0.0,0.0,0.0,,4.775e-06,0.102,0.1224,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,99.8,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,,2e-07,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8e-06,,4.8e-06,0.0,0.0,0.0,,,0.0,0.0
valsoia yosoi mora e germe di grano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,15.1999998092651,,,,,,,,,,,,,,,,1.5,,,,,,,,,,1.60000002384186,,,,,,,,,,,,,,,,,,,,,,,,,,3.20000004768372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granarolo - alta qualità crema fiordilatte fatta con latte fresco alta qualità,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.4000000953674303,,,,,,,,,,,,,,,,,,,,,,,,,,2.79999995231628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agnesi pasta di semola le specialità lunga - fusilli lunghi bucati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eglefino, affumicato",0.157,0.321,0.17300000000000001,,,,,,2.583,,,,,,,0.0,3.766,,,,,,,,,,0.00017,,71.48,1.526,,,0.00055,,,1.5090000000000001,,,,0.0,0.013000000000000001,,,,,0.031,0.079,,,,,,,,,,,,,,,,,,0.0,,0.031,,,0.025,0.168,,0.0,,,,,,0.0,,0.023,,,,0.0,,0.08900000000000001,,,,,0.012,,,,,0.003,,0.004,0.049,,115.92,,0.0,,0.0,1.62,0.27,,8.5e-07,0.077,0.0923,0.0,,0.985,0.0014,,,,0.0,,,1.4999999999999999e-05,1.4999999999999999e-05,0.251,,,1.211,,0.96,,,,1.162,0.743,,2.05,0.0,,,,,2.317,0.0,0.054000000000000006,,3e-05,0.747,,0.005072999999999999,,,0.415,0.892,,25.23,,,4.2e-05,,2.4e-05,4.900000000000001e-05,,,4.29e-05,1.029,0.763,,,4.7e-05,0.852,,,,1.106,0.2830000000000001,1.3,2.4e-05,0.0,1.6e-06,0.0004,0.0,8e-07,,8e-07,0.0,1e-07,0.0005,,,0.0,0.0
burrito con fagioli e formaggio,1.335,0.9590000000000001,3.682,,,,,,0.612,,,,,,,2.3e-05,1.971,,,,,,,,,,0.00086,,53.91,0.259,,,,,,0.355,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.146,,,,,,,,,,,,,,,,,,,,,,1.335,,,,,0.848,,,,,0.111,,,0.115,,202.92,,29.55,,,2.15,0.081,,,0.015,,,,0.394,0.00122,,,,,,,4e-05,1.7e-05,0.097,,,0.213,,6.29,,,,0.382,0.229,,0.634,,,,,,0.4920000000000002,,0.043,,0.000232,0.156,,0.00192,,,0.267,0.6970000000000002,,8.1,,,0.00018899999999999999,,2.3e-05,0.00038,,,9.1e-06,0.41600000000000004,0.627,,,0.00012,0.289,,,,0.272,0.095,0.423,0.0002016,,4.8e-07,0.00013000000000000002,0.0009000000000000002,,,,,,0.00088,,,,
pane irlandese con bicarbonato di sodio,1.999,1.4780000000000002,1.111,,,,,,0.39,,,,,,,3.7e-05,1.825,,,,,,,,,,0.00025,,30.1,0.226,,,,,,0.29,,,,0.006,0.001,,,,,0.006,0.0,,,,,,,,,,,,,,,,,,0.006999999999999999,,0.0,,,0.0,0.002,,0.008,,,,,,0.005,,0.018000000000000002,,,,0.003,,1.976,,,,,1.396,,,,,0.07400000000000001,,0.0,0.081,,289.91,,56.0,,,1.9,0.122,,,0.018000000000000002,,,,0.3,0.00269,,,,2.6,0.013000000000000001,,4.7e-05,1e-05,0.114,,,0.188,,5.0,,,,0.234,0.159,,0.436,,,,,,0.219,,0.023,,0.000355,0.138,,0.002405,,,0.266,0.597,,6.6,,,0.00013000000000000002,,4.5e-05,0.000269,,,1.6e-05,0.29600000000000004,0.398,,,0.000298,0.201,,,,0.201,0.07200000000000002,0.2830000000000001,5.820000000000001e-05,,5e-08,8.300000000000001e-05,0.0008,,,,,,0.00057,,,,
"crema di formaggio, senza grassi",0.25,0.057,0.644,,,,,,1.361,,,,,,,0.0,3.45,,,,,,,,,,0.00084,,71.87,0.486,,,2e-05,,1.05,0.622,,,,0.035,0.0,0.0,,,0.0,0.002,0.0,,,,,,,,,,,,,,,,,,0.025,,0.0,,,0.001,0.0,,0.055999999999999994,,,0.006,0.009000000000000001,0.0,0.028999999999999998,,0.011000000000000001,,0.005,0.0,0.040999999999999995,,0.233,,,,,0.042,,,0.006,0.0,0.006,,0.0,0.35100000000000003,,105.4,,7.66,,0.0,3.77,0.111,,0.0,0.012,0.06520000000000001,0.0,0.0,0.769,0.00019,,,,0.0,,,3.5e-05,3.5e-05,0.523,0.0,0.0,0.374,,1.0,0.03,,,0.858,0.464,4.84,1.737,0.0,,,,,1.501,0.0,0.022,0.0,1.7000000000000007e-05,0.505,,0.00023,,,0.278,1.76,,15.69,,,3.6000000000000014e-05,,1e-05,0.00026500000000000004,0.64,,4.9000000000000005e-06,0.99,0.7020000000000001,,,4e-05,0.802,0.0,0.0,1e-05,0.616,0.182,1.045,1.59e-05,0.0,9.5e-07,5e-05,0.0,0.0,,,0.0,2e-07,0.0015,,,5.48,1.1e-05
crema di funghi,1.11,1.4340000000000002,1.38,,,,,,0.113,,,,,,,0.0,0.368,,,,,,,,,,0.000234,,83.85,0.064,,,0.0008100000000000001,,,0.067,,,,0.013000000000000001,0.023,0.004,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.015,,0.027000000000000003,,,0.0,0.0,,0.0,,,0.005,0.006999999999999999,0.018000000000000002,0.02,,0.040999999999999995,,0.009000000000000001,0.02,0.005,,0.975,,,,,1.402,,,,,0.018000000000000002,,0.0,0.012,,84.85,,6.72,,0.0,1.93,0.02,,0.0,0.0,0.0097,0.0,,0.07400000000000001,0.00111,,,,0.0,,,2e-06,2e-06,0.026000000000000002,,,0.05200000000000001,,5.89,,,,0.077,0.037000000000000005,,0.126,0.0,,,,,0.08700000000000001,1e-06,0.004,,8.199999999999999e-05,0.031,,0.000424,,,0.062,0.136,,1.61,,,0.000153,,8e-06,4.5e-05,,,2.4e-06,0.081,0.7020000000000001,,,4.3e-05,0.06,,,,0.062,0.023,0.08600000000000001,8.7e-06,0.0,0.0,0.0,0.0,0.0,,,0.0,1.6999999999999996e-06,0.0002,,,1.46,2e-06
nettare di tamarindo,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,3.700000000000001e-05,,84.97,,,,0.00012,,0.0,,,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,57.36,,14.73,,0.0,0.09,,,,0.0,0.0013000000000000002,0.0,5.92,,0.00075,,,,0.5,,,1e-06,1e-06,0.002,6.07,0.0,,,0.12,,,,,,0.0,,0.0,,,,,,0.0,0.004,0.57,2e-05,,,7.000000000000001e-05,,,0.027000000000000003,,,0.09,,,1.3999999999999995e-05,,,3e-06,0.13,,,,0.006999999999999999,,,3e-06,,0.0,0.0,2e-05,,,,0.0,,0.0,6.999999999999997e-06,0.0071,,,,,1e-07,2e-05,,,12.7,0.0
pesce lupo,0.8370000000000001,0.845,0.365,,,,,,1.7919999999999998,,,,,,,0.0,2.612,,,,,,,,,,0.00057,,79.9,1.058,,,,,,1.047,,,,,0.114,,,,,0.08900000000000001,0.307,,,,,,,,,,,,,,,,,,,,0.018000000000000002,,,0.043,0.316,,,,,,,,,,0.18899999999999997,,,,,,0.516,,,,,0.02,,,,,0.009000000000000001,,0.061,0.006,,96.08,,0.0,,,1.16,0.188,,,0.046,,,,0.6829999999999999,8.999999999999999e-05,,,,0.0,,,5e-06,5e-06,0.2,,,0.84,,2.39,,,,0.8059999999999999,0.515,,1.422,,,,,,1.607,,0.03,,1.5e-05,0.518,,0.002133,,,0.3,0.619,,17.5,,,2.9e-05,,0.000113,8e-05,,,3.65e-05,0.7140000000000001,0.085,,,0.00017999999999999998,0.591,,,,0.767,0.196,0.902,0.0001125,,2.03e-06,0.0004,0.0,,,,,,0.0007800000000000001,,,,
"agnello, carne grassa, cotta",24.4,4.48,27.02,,,,,,1.07,,,,,,,0.0,1.764,,,,,,,,,,0.00058,,26.14,0.731,,,4e-05,,,0.722,,0.0071,,0.17,0.0,,,,,0.1,0.0,,,,,,,,,,,,,,,,,,0.29,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,1.7,,,,0.0,,21.87,,,,,3.26,,,,,1.12,,0.0,0.023,,586.04,,0.0,,0.0,0.68,0.145,,5e-08,0.114,0.0543,0.0,,0.495,0.0012900000000000001,,,,0.0,,,3e-06,3e-06,0.114,,,0.594,,59.18,,,,0.586,0.385,,0.945,0.0,,,,,1.073,0.0,0.013000000000000001,,4e-06,0.312,,0.0078,,,0.194,0.51,,12.16,,,8.800000000000001e-05,,0.0,0.00017,,,1.88e-05,0.452,0.058,,,7.000000000000001e-05,0.409,,,,0.52,0.14200000000000002,0.6559999999999999,0.0,0.0,2.35e-06,4e-05,0.0,1e-07,,1e-07,0.0,4.599999999999998e-06,0.0017399999999999998,,,0.0,0.0
"spezzatino di agnello, crudo",2.13,0.48,1.89,,,,,,1.7790000000000001,,,,,,,0.0,2.9330000000000007,,,,,,,,,,0.0007099999999999999,,73.74,1.216,,,0.00022,,,1.2009999999999998,,,,0.01,,,,,,0.05,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,0.16,,,,,,1.92,,,,,0.36,,,,,0.07,,,0.009000000000000001,,134.08,,0.0,,,1.06,0.241,,,0.065,,,,0.8230000000000001,0.00177,,,,0.0,,,2.3e-05,2.3e-05,0.189,,,0.987,,5.28,,,,0.975,0.64,,1.5719999999999998,,,,,,1.785,,0.026000000000000002,,2.4e-05,0.519,,0.00595,,,0.28400000000000003,0.848,,20.21,,,0.000121,,0.0,0.00024,,,2.28e-05,0.752,0.065,,,0.00013000000000000002,0.679,,,,0.865,0.23600000000000002,1.091,0.0,,2.73e-06,0.00016,0.0,,,,,,0.00415,,,,
"peperoni rossi, in barattolo",0.02,0.161,0.045,,,,,,0.114,,,,,,,0.0,0.106,,,,,,,,,,3.8e-05,,91.25,0.033,,,,,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.002,,,,,,0.018000000000000002,,,,,0.146,,,,,0.015,,,0.041,,17.93,,3.9,,,3.75,0.015,,0.0,0.0,,,,0.025,0.0008,,,,1.2,,,1.6e-05,1.6e-05,0.02,,,0.03,,0.3,,,,0.026000000000000002,0.016,,0.042,,,,,,0.03600000000000001,,0.011,,0.00016,0.01,,0.00055,,,0.146,0.035,,0.8,,,0.00013000000000000002,,0.0,3e-05,,,3e-07,0.032,1.369,,,2.5e-05,0.017,,,,0.029,0.01,0.034,0.000156,,0.0,0.00017800000000000002,0.0465,0.0,,,,,0.00017999999999999998,,,,
barilla - mulino bianco panetti granetti con farina integrale,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0,,67.6999969482422,,,,,,,,,,,,,,,,6.5,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,4.0,
colussi - sapori tutto l'anno - cantuccini noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.0,,60.4000015258789,,,,,,,,,,,,,,,,,,,,,,,,,,23.2000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,8.89999961853027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conserva di pomodoro,0.179,0.18899999999999997,0.155,,,,,,0.128,,,,,,,0.0,0.617,,,,,,,,,,5.3e-05,,82.5,0.044,,,0.00034,,,0.048,,,,0.0,0.031,,,,0.015,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.018000000000000002,,,0.0,0.0,0.002,0.0,,,,0.005,0.005,0.005,,0.015,,0.015,0.023,0.0,,0.087,,,,,0.146,,,,,0.027999999999999997,,0.0,0.013000000000000001,,60.47,,13.41,,0.0,1.91,0.022,,0.0,0.0,0.0128,0.0,,0.056,0.00111,,,,1.2,,,0.0,0.0,0.029,,,0.042,,0.56,,,,0.047,0.029,,0.079,0.01092,,,,,0.04,8.999999999999999e-05,0.014,,0.000119,0.018000000000000006,,0.001032,,,0.229,0.107,,1.61,,,0.00015900000000000002,,0.0,6.3e-05,,,5.0999999999999995e-06,0.063,0.387,,,3.9e-05,0.034,0.0,0.0,0.0,0.041,0.016,0.053,0.0001176,0.0,0.0,8.599999999999999e-05,0.0129,0.0,,,0.0,3.2e-06,0.00025,,,8.11,0.000235
avocado della florida,5.513,1.676,1.96,,,,,,0.264,,,,,,,0.0,0.321,,,,,,,,,,0.000931,,78.81,0.121,,,0.00266,,,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.825,,,,,,4.689,,,,,1.58,,,,,0.096,,,0.01,,119.74,,7.82,,2.7e-05,1.08,0.031,,0.0,0.0,,3.6e-05,2.17,0.108,0.00017,,,,5.6,,,3.5e-05,3.5e-05,0.04,0.25,,0.116,,10.06,,,,0.094,0.055,0.0,0.16,,,,,,0.147,,0.024,0.0,9.5e-05,0.042,,0.0006720000000000001,,,0.35100000000000003,0.11,,2.23,,,0.000311,,0.0,5.3e-05,0.0,,,0.128,0.002,,,2.1e-05,0.054000000000000006,8e-05,0.0,0.00039000000000000016,0.08199999999999999,0.028,0.12,4.2e-05,,0.0,7.8e-05,0.0174,0.0,,,,,0.0004,,,2.42,5.3e-05
